GeneID:101733439,abcc9,NA,NA
GeneID:116412065,atp13a2,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116406444,mtcl1,NA,NA
GeneID:100491558,simc1,NA,NA
GeneID:100329132,rps27,NA,NA
GeneID:100497692,map3k5,NA,NA
GeneID:100487998,tgfbr3l,NA,NA
GeneID:101732951,il15ra,NA,NA
GeneID:105948093,pla2g4d,NA,NA
GeneID:101732951,il15ra,NA,NA
GeneID:101732704,icoslg,NA,NA
GeneID:108648102,jhy,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:100490247,coprs,NA,NA
GeneID:100497927,lrrc36,NA,NA
GeneID:101730579,nlrc5,NA,NA
GeneID:116408731,mab21l3,NA,NA
GeneID:100127867,tp53i13,NA,NA
GeneID:100145073,ppp1r35,NA,NA
GeneID:100494945,s100a16,NA,NA
GeneID:101730668,abcc8,NA,NA
GeneID:549355,ints9,NA,NA
GeneID:100497681,tmc8,NA,NA
GeneID:100496703,lmntd2,NA,NA
