#NCBI-GeneID,XB-GENE-ID,GENE_SYMBOL
GeneID:101734256,XB-GENE-6462655,gpr119
GeneID:101734257,XB-GENE-483655,hoxa7
GeneID:101734259,NA,LOC101734259
GeneID:101734263,XB-GENE-6036169,nhlrc4
GeneID:101734269,NA,npff
GeneID:101734270,NA,tigit
GeneID:101734275,XB-GENE-1013733,irf3
GeneID:101734278,NA,LOC101734278
GeneID:101734280,NA,LOC101734280
GeneID:101734281,XB-GENE-22168491,hrh4.g2
GeneID:101734283,XB-GENE-6460563,nol11
GeneID:101734284,NA,LOC101734284
GeneID:101734287,NA,LOC101734287
GeneID:101734291,NA,LOC101734291
GeneID:101734297,XB-GENE-22069748,astl2d.4
GeneID:101734301,NA,LOC101734301
GeneID:101734302,XB-GENE-22065157,post6
GeneID:101734303,XB-GENE-992718,ciita
GeneID:101734304,NA,LOC101734304
GeneID:101734305,XB-GENE-959526,micu3
GeneID:101734306,XB-GENE-953249,sycp1
GeneID:101734307,NA,LOC101734307
GeneID:101734308,XB-GENE-13579833,nhlrc2
GeneID:101734310,NA,LOC101734310
GeneID:101734313,NA,LOC101734313
GeneID:101734323,NA,LOC101734323
GeneID:101734328,NA,LOC101734328
GeneID:101734329,NA,LOC101734329
GeneID:101734331,XB-GENE-6458638,amh
GeneID:101734332,XB-GENE-490325,myom3
GeneID:101734335,NA,LOC101734335
GeneID:101734336,NA,LOC101734336
GeneID:101734343,NA,LOC101734343
GeneID:101734346,XB-GENE-22168476,hrh4.f7
GeneID:101734349,NA,LOC101734349
GeneID:101734350,XB-GENE-22169105,crygdl.28
GeneID:101734359,NA,LOC101734359
GeneID:101734361,NA,LOC101734361
GeneID:101734362,NA,LOC101734362
GeneID:101734363,NA,LOC101734363
GeneID:101734364,NA,LOC101734364
GeneID:101734370,NA,LOC101734370
GeneID:101734372,XB-GENE-13579718,wnt5a
GeneID:101734375,NA,LOC101734375
GeneID:101734379,NA,LOC101734379
GeneID:101734382,NA,LOC101734382
GeneID:101734384,NA,LOC101734384
GeneID:101734387,NA,LOC101734387
GeneID:101734388,NA,LOC101734388
GeneID:101734390,NA,LOC101734390
GeneID:101734394,NA,LOC101734394
GeneID:101734397,XB-GENE-22068967,prop1
GeneID:101734398,NA,LOC101734398
GeneID:101734403,NA,ccdc74b
GeneID:101734404,NA,LOC101734404
GeneID:101734405,NA,espnl
GeneID:101734409,NA,LOC101734409
GeneID:101734420,NA,slc22a18
GeneID:101734421,NA,LOC101734421
GeneID:101734424,XB-GENE-22168486,hrh4.g1
GeneID:101734425,NA,LOC101734425
GeneID:101734432,NA,LOC101734432
GeneID:101734436,NA,prodh2
GeneID:101734445,XB-GENE-6465078,lrfn4
GeneID:101734449,NA,LOC101734449
GeneID:101734452,NA,mtrfr
GeneID:101734457,NA,LOC101734457
GeneID:101734458,NA,LOC101734458
GeneID:101734461,NA,LOC101734461
GeneID:101734463,XB-GENE-940017,glp1r
GeneID:101734469,NA,LOC101734469
GeneID:101734477,NA,LOC101734477
GeneID:101734478,XB-GENE-958339,cmya5
GeneID:101734480,NA,LOC101734480
GeneID:101734492,XB-GENE-22168471,hrh4.f6
GeneID:101734493,XB-GENE-988893,calhm3
GeneID:101734513,XB-GENE-921379,jam3
GeneID:101734514,NA,LOC101734514
GeneID:101734515,NA,LOC101734515
GeneID:101734517,NA,LOC101734517
GeneID:101734522,NA,LOC101734522
GeneID:101734523,NA,LOC101734523
GeneID:101734524,NA,LOC101734524
GeneID:101734526,NA,LOC101734526
GeneID:101734529,NA,LOC101734529
GeneID:101734535,NA,LOC101734535
GeneID:101734536,NA,LOC101734536
GeneID:101734537,NA,LOC101734537
GeneID:101734538,NA,LOC101734538
GeneID:101734540,NA,LOC101734540
GeneID:101734545,NA,LOC101734545
GeneID:101734546,XB-GENE-6047393,adamtsl2
GeneID:101734550,NA,c9h16orf96
GeneID:101734553,XB-GENE-22168466,hrh4.f5
GeneID:101734554,NA,c7h11orf88
GeneID:101734555,XB-GENE-988872,calhm1
GeneID:101734556,NA,LOC101734556
GeneID:101734558,XB-GENE-983229,gk5
GeneID:101734565,NA,LOC101734565
GeneID:101734566,XB-GENE-22068658,lrrc63
GeneID:101734576,NA,LOC101734576
GeneID:101734579,NA,LOC101734579
GeneID:101734580,NA,LOC101734580
GeneID:101734585,NA,LOC101734585
GeneID:101734591,NA,LOC101734591
GeneID:101734592,NA,LOC101734592
GeneID:101734594,NA,LOC101734594
GeneID:101734597,NA,LOC101734597
GeneID:101734599,NA,LOC101734599
GeneID:101734612,NA,LOC101734612
GeneID:101734614,NA,ubash3a
GeneID:101734616,NA,LOC101734616
GeneID:101734624,XB-GENE-22168451,hrh4.f2
GeneID:101734627,NA,LOC101734627
GeneID:101734628,NA,LOC101734628
GeneID:101734629,XB-GENE-22169677,adora3.3
GeneID:101734636,NA,arfgef3
GeneID:101734646,NA,LOC101734646
GeneID:101734648,NA,LOC101734648
GeneID:101734651,NA,LOC101734651
GeneID:101734656,NA,miip
GeneID:101734657,NA,LOC101734657
GeneID:101734659,NA,LOC101734659
GeneID:101734662,XB-GENE-22069371,traf1
GeneID:101734664,NA,LOC101734664
GeneID:101734669,NA,LOC101734669
GeneID:101734670,NA,LOC101734670
GeneID:101734676,NA,LOC101734676
GeneID:101734677,NA,LOC101734677
GeneID:101734678,NA,LOC101734678
GeneID:101734679,XB-GENE-22168446,hrh4.f1
GeneID:101734680,XB-GENE-6044828,adgra1
GeneID:101734682,NA,LOC101734682
GeneID:101734683,NA,LOC101734683
GeneID:101734687,NA,LOC101734687
GeneID:101734692,XB-GENE-17346915,pkd1l3
GeneID:101734693,NA,LOC101734693
GeneID:101734696,NA,znf524
GeneID:101734698,NA,LOC101734698
GeneID:101734699,NA,LOC101734699
GeneID:101734701,XB-GENE-22065200,arf11l.2
GeneID:101734705,NA,LOC101734705
GeneID:101734715,XB-GENE-22169053,crygdl.16
GeneID:101734717,NA,LOC101734717
GeneID:101734722,NA,LOC101734722
GeneID:101734724,XB-GENE-997804,s100a1
GeneID:101734729,NA,LOC101734729
GeneID:101734734,XB-GENE-22168431,hrh4.e1
GeneID:101734738,NA,LOC101734738
GeneID:101734744,NA,LOC101734744
GeneID:101734753,XB-GENE-992373,hmbox1
GeneID:101734754,XB-GENE-877064,tmie
GeneID:101734756,NA,ccl27
GeneID:101734759,XB-GENE-956583,jchain
GeneID:101734761,NA,LOC101734761
GeneID:101734765,NA,LOC101734765
GeneID:101734769,NA,LOC101734769
GeneID:101734770,NA,LOC101734770
GeneID:101734772,XB-GENE-6033750,fbxo48
GeneID:101734775,NA,LOC101734775
GeneID:101734776,NA,LOC101734776
GeneID:101734778,XB-GENE-22063311,LOC101734778
GeneID:101734784,XB-GENE-22068284,col26a1
GeneID:101734786,NA,LOC101734786
GeneID:101734787,NA,LOC101734787
GeneID:101734802,XB-GENE-22041720,il34
GeneID:101734803,XB-GENE-22168426,hrh4.d1
GeneID:101734809,NA,fndc9
GeneID:101734811,NA,LOC101734811
GeneID:101734819,NA,mfap5
GeneID:101734820,NA,LOC101734820
GeneID:101734827,NA,LOC101734827
GeneID:101734828,NA,LOC101734828
GeneID:101734831,NA,LOC101734831
GeneID:101734833,NA,LOC101734833
GeneID:101734834,NA,LOC101734834
GeneID:101734835,NA,LOC101734835
GeneID:101734837,XB-GENE-981969,sh2d6
GeneID:101734838,NA,LOC101734838
GeneID:101734839,NA,LOC101734839
GeneID:101734841,NA,LOC101734841
GeneID:101734865,NA,LOC101734865
GeneID:101734866,NA,exoc3l4
GeneID:101734868,NA,LOC101734868
GeneID:101734873,NA,LOC101734873
GeneID:101734874,XB-GENE-1194389,cyfip1
GeneID:101734875,NA,LOC101734875
GeneID:101734877,NA,LOC101734877
GeneID:101734878,NA,LOC101734878
GeneID:101734885,XB-GENE-1011098,mme
GeneID:101734886,XB-GENE-982158,adtrp
GeneID:101734888,NA,colca2
GeneID:101734894,NA,tnfrsf17
GeneID:101734896,NA,LOC101734896
GeneID:101734898,XB-GENE-996804,tns4
GeneID:101734901,NA,LOC101734901
GeneID:101734906,NA,LOC101734906
GeneID:101734907,NA,LOC101734907
GeneID:101734910,NA,LOC101734910
GeneID:101734913,XB-GENE-962043,pcgf5
GeneID:101734916,NA,LOC101734916
GeneID:101734931,NA,LOC101734931
GeneID:101734935,XB-GENE-6045997,plcb2
GeneID:101734936,NA,LOC101734936
GeneID:101734939,NA,LOC101734939
GeneID:101734942,NA,LOC101734942
GeneID:101734949,XB-GENE-981659,dync2li1
GeneID:101734951,XB-GENE-5895367,wnt9a
GeneID:101734957,XB-GENE-957294,grb14
GeneID:101734961,NA,LOC101734961
GeneID:101734962,NA,LOC101734962
GeneID:101734964,NA,LOC101734964
GeneID:101734966,NA,LOC101734966
GeneID:101734970,XB-GENE-994628,scn1b
GeneID:101734971,NA,LOC101734971
GeneID:101734973,NA,LOC101734973
GeneID:101734975,NA,LOC101734975
GeneID:101734976,XB-GENE-22064768,gsc2
GeneID:101734985,XB-GENE-22169597,qrich1l2
GeneID:101734993,NA,LOC101734993
GeneID:101734995,XB-GENE-22168637,tgm3l.2
GeneID:101735002,NA,LOC101735002
GeneID:101735006,NA,LOC101735006
GeneID:101735010,XB-GENE-955337,lrrc38
GeneID:101735011,NA,LOC101735011
GeneID:101735014,NA,LOC101735014
GeneID:101735017,NA,LOC101735017
GeneID:101735020,NA,LOC101735020
GeneID:101735024,NA,LOC101735024
GeneID:101735025,NA,LOC101735025
GeneID:101735027,NA,LOC101735027
GeneID:101735031,NA,LOC101735031
GeneID:101735032,NA,LOC101735032
GeneID:101735039,NA,LOC101735039
GeneID:101735040,XB-GENE-22167138,adam28.4
GeneID:101735045,NA,LOC101735045
GeneID:101735049,NA,LOC101735049
GeneID:101735063,NA,LOC101735063
GeneID:101735065,NA,LOC101735065
GeneID:101735066,XB-GENE-948514,oma1
GeneID:101735070,NA,LOC101735070
GeneID:101735075,NA,LOC101735075
GeneID:101735078,NA,LOC101735078
GeneID:101735090,NA,LOC101735090
GeneID:101735091,NA,LOC101735091
GeneID:101735092,NA,LOC101735092
GeneID:101735093,XB-GENE-22167163,fcn2l
GeneID:101735094,XB-GENE-6462848,tmem130
GeneID:101735095,NA,LOC101735095
GeneID:101735096,NA,LOC101735096
GeneID:101735101,XB-GENE-22069487,cbr1.2
GeneID:101735102,NA,LOC101735102
GeneID:101735110,NA,LOC101735110
GeneID:101735118,NA,LOC101735118
GeneID:101735119,NA,LOC101735119
GeneID:101735127,NA,agap3
GeneID:101735130,NA,slc4a2
GeneID:101735131,XB-GENE-957679,slc27a4
GeneID:101735136,NA,LOC101735136
GeneID:101735139,XB-GENE-22041708,gal3st4.3
GeneID:101735140,XB-GENE-5960159,zswim7
GeneID:101735142,NA,LOC101735142
GeneID:101735147,NA,LOC101735147
GeneID:101735148,NA,LOC101735148
GeneID:101735168,NA,LOC101735168
GeneID:101735170,NA,LOC101735170
GeneID:101735171,NA,LOC101735171
GeneID:101735172,NA,LOC101735172
GeneID:101735177,NA,LOC101735177
GeneID:101735178,NA,LOC101735178
GeneID:101735179,XB-GENE-22068776,nps
GeneID:101735183,NA,chl1
GeneID:101735187,XB-GENE-22068959,ppp1r3g
GeneID:101735189,NA,LOC101735189
GeneID:101735190,NA,LOC101735190
GeneID:101735193,NA,LOC101735193
GeneID:101735197,NA,LOC101735197
GeneID:101735200,NA,LOC101735200
GeneID:101735201,NA,LOC101735201
GeneID:101735205,NA,LOC101735205
GeneID:101735206,NA,LOC101735206
GeneID:101735213,XB-GENE-959831,sctr
GeneID:101735220,NA,LOC101735220
GeneID:101735222,NA,LOC101735222
GeneID:101735228,NA,LOC101735228
GeneID:101735236,NA,gpr82
GeneID:101735239,XB-GENE-6258701,insyn2a
GeneID:101735240,NA,LOC101735240
GeneID:101735243,NA,LOC101735243
GeneID:101735244,NA,LOC101735244
GeneID:101735255,NA,LOC101735255
GeneID:101735257,XB-GENE-22064894,acp3
GeneID:101735259,NA,LOC101735259
GeneID:101735260,NA,LOC101735260
GeneID:101735261,NA,tm4sf19
GeneID:101735263,NA,LOC101735263
GeneID:101735265,NA,LOC101735265
GeneID:101735269,NA,LOC101735269
GeneID:101735271,NA,LOC101735271
GeneID:101735275,XB-GENE-981228,dennd1b
GeneID:101735287,NA,LOC101735287
GeneID:101735289,XB-GENE-25874695,vtcn1.2
GeneID:101735291,NA,LOC101735291
GeneID:101735292,NA,LOC101735292
GeneID:101735296,NA,LOC101735296
GeneID:101735301,NA,LOC101735301
GeneID:105945129,XB-GENE-22063039,bcl2l13
GeneID:105945135,NA,LOC105945135
GeneID:105945136,NA,LOC105945136
GeneID:105945137,NA,LOC105945137
GeneID:105945139,NA,LOC105945139
GeneID:105945140,NA,LOC105945140
GeneID:105945141,NA,LOC105945141
GeneID:105945144,XB-GENE-22069744,astl2d.3
GeneID:105945145,NA,LOC105945145
GeneID:105945146,NA,LOC105945146
GeneID:105945147,XB-GENE-22169168,crygdl.44
GeneID:105945148,NA,LOC105945148
GeneID:105945150,XB-GENE-5995236,morc3.2
GeneID:105945154,XB-GENE-6030657,cskmt
GeneID:105945156,NA,LOC105945156
GeneID:105945159,NA,LOC105945159
GeneID:105945162,NA,LOC105945162
GeneID:105945164,NA,LOC105945164
GeneID:105945165,NA,LOC105945165
GeneID:105945166,NA,LOC105945166
GeneID:105945173,NA,LOC105945173
GeneID:105945178,NA,LOC105945178
GeneID:105945181,NA,LOC105945181
GeneID:105945182,NA,LOC105945182
GeneID:105945198,XB-GENE-29072256,ifn4
GeneID:105945200,NA,LOC105945200
GeneID:105945209,NA,LOC105945209
GeneID:105945210,NA,LOC105945210
GeneID:105945212,NA,LOC105945212
GeneID:105945215,NA,LOC105945215
GeneID:105945216,NA,LOC105945216
GeneID:105945218,NA,LOC105945218
GeneID:105945219,NA,LOC105945219
GeneID:105945253,XB-GENE-18006565,cd79b
GeneID:105945257,NA,LOC105945257
GeneID:105945269,NA,LOC105945269
GeneID:105945272,NA,LOC105945272
GeneID:105945276,NA,LOC105945276
GeneID:105945278,NA,LOC105945278
GeneID:105945307,NA,LOC105945307
GeneID:105945311,NA,LOC105945311
GeneID:105945321,XB-GENE-990031,kynu
GeneID:105945323,NA,LOC105945323
GeneID:105945325,NA,LOC105945325
GeneID:105945342,NA,LOC105945342
GeneID:105945343,NA,LOC105945343
GeneID:105945344,NA,LOC105945344
GeneID:105945346,NA,LOC105945346
GeneID:105945348,NA,LOC105945348
GeneID:105945350,NA,LOC105945350
GeneID:105945358,NA,LOC105945358
GeneID:105945363,NA,LOC105945363
GeneID:105945375,NA,LOC105945375
GeneID:105945395,NA,LOC105945395
GeneID:105945396,NA,LOC105945396
GeneID:105945397,NA,LOC105945397
GeneID:105945398,NA,LOC105945398
GeneID:105945399,NA,LOC105945399
GeneID:105945400,NA,LOC105945400
GeneID:105945406,NA,LOC105945406
GeneID:105945410,NA,LOC105945410
GeneID:105945411,NA,LOC105945411
GeneID:105945412,NA,LOC105945412
GeneID:105945416,NA,LOC105945416
GeneID:105945420,XB-GENE-22069203,vgf
GeneID:105945432,NA,LOC105945432
GeneID:105945434,NA,LOC105945434
GeneID:105945435,NA,LOC105945435
GeneID:105945436,NA,LOC105945436
GeneID:105945437,NA,LOC105945437
GeneID:105945439,NA,LOC105945439
GeneID:105945440,NA,LOC105945440
GeneID:105945441,NA,LOC105945441
GeneID:105945443,NA,LOC105945443
GeneID:105945452,NA,LOC105945452
GeneID:105945457,NA,LOC105945457
GeneID:105945458,XB-GENE-994754,pspn
GeneID:105945465,NA,LOC105945465
GeneID:105945469,NA,LOC105945469
GeneID:105945479,NA,LOC105945479
GeneID:105945483,NA,LOC105945483
GeneID:105945485,XB-GENE-22065804,pla2g1bl
GeneID:105945488,NA,LOC105945488
GeneID:105945493,XB-GENE-22064979,nxpe3l
GeneID:105945499,NA,LOC105945499
GeneID:105945500,NA,LOC105945500
GeneID:105945510,NA,LOC105945510
GeneID:105945518,NA,LOC105945518
GeneID:105945519,NA,LOC105945519
GeneID:105945521,NA,LOC105945521
GeneID:105945522,NA,LOC105945522
GeneID:105945543,XB-GENE-22069346,tnfsf12
GeneID:105945544,NA,LOC105945544
GeneID:105945546,NA,LOC105945546
GeneID:105945551,NA,LOC105945551
GeneID:105945555,NA,LOC105945555
GeneID:105945562,NA,LOC105945562
GeneID:105945563,NA,LOC105945563
GeneID:105945564,NA,LOC105945564
GeneID:105945565,NA,LOC105945565
GeneID:105945566,NA,LOC105945566
GeneID:105945567,NA,LOC105945567
GeneID:105945568,NA,LOC105945568
GeneID:105945570,NA,LOC105945570
GeneID:105945571,NA,LOC105945571
GeneID:105945576,NA,LOC105945576
GeneID:105945582,NA,LOC105945582
GeneID:105945585,NA,LOC105945585
GeneID:105945589,NA,LOC105945589
GeneID:105945591,NA,LOC105945591
GeneID:105945593,NA,LOC105945593
GeneID:105945596,NA,LOC105945596
GeneID:105945597,NA,LOC105945597
GeneID:105945598,NA,LOC105945598
GeneID:105945599,NA,LOC105945599
GeneID:105945603,XB-GENE-22169192,crygdl.7
GeneID:105945605,NA,LOC105945605
GeneID:105945618,XB-GENE-22068531,hsh2d
GeneID:105945624,NA,LOC105945624
GeneID:105945636,NA,LOC105945636
GeneID:105945646,XB-GENE-997642,dnase1l1
GeneID:105945660,NA,LOC105945660
GeneID:105945665,NA,LOC105945665
GeneID:105945667,NA,LOC105945667
GeneID:105945670,NA,LOC105945670
GeneID:105945675,NA,LOC105945675
GeneID:105945677,XB-GENE-22065610,sprtnl.2
GeneID:105945705,XB-GENE-6458566,zmynd15
GeneID:105945708,NA,LOC105945708
GeneID:105945712,NA,LOC105945712
GeneID:105945734,NA,LOC105945734
GeneID:105945759,NA,LOC105945759
GeneID:105945763,NA,LOC105945763
GeneID:105945774,NA,LOC105945774
GeneID:105945779,NA,LOC105945779
GeneID:105945786,NA,LOC105945786
GeneID:105945790,NA,camk2n1
GeneID:105945797,NA,LOC105945797
GeneID:105945802,NA,LOC105945802
GeneID:105945805,NA,LOC105945805
GeneID:105945812,NA,LOC105945812
GeneID:105945814,NA,LOC105945814
GeneID:105945821,NA,LOC105945821
GeneID:105945837,NA,LOC105945837
GeneID:105945848,XB-GENE-6258850,moxd2
GeneID:105945862,NA,LOC105945862
GeneID:105945865,NA,LOC105945865
GeneID:105945872,NA,LOC105945872
GeneID:105945879,NA,LOC105945879
GeneID:105945888,NA,LOC105945888
GeneID:105945896,NA,LOC105945896
GeneID:105945897,NA,LOC105945897
GeneID:105945898,NA,LOC105945898
GeneID:105945909,NA,LOC105945909
GeneID:105945914,NA,LOC105945914
GeneID:105945919,NA,LOC105945919
GeneID:105945923,NA,LOC105945923
GeneID:105945931,NA,LOC105945931
GeneID:105945950,NA,LOC105945950
GeneID:105945951,NA,LOC105945951
GeneID:105945968,NA,LOC105945968
GeneID:105945990,NA,LOC105945990
GeneID:105945998,NA,LOC105945998
GeneID:105946000,NA,LOC105946000
GeneID:105946003,NA,LOC105946003
GeneID:105946010,XB-GENE-6038851,apcdd1l
GeneID:105946018,NA,LOC105946018
GeneID:105946024,NA,LOC105946024
GeneID:105946032,NA,LOC105946032
GeneID:105946059,NA,LOC105946059
GeneID:105946065,NA,LOC105946065
GeneID:105946095,NA,spag8
GeneID:105946102,NA,LOC105946102
GeneID:105946135,NA,LOC105946135
GeneID:105946148,NA,LOC105946148
GeneID:105946151,NA,LOC105946151
GeneID:105946181,NA,LOC105946181
GeneID:105946182,NA,LOC105946182
GeneID:105946192,NA,LOC105946192
GeneID:105946205,NA,LOC105946205
GeneID:105946208,NA,LOC105946208
GeneID:105946211,NA,LOC105946211
GeneID:105946248,NA,LOC105946248
GeneID:105946267,NA,LOC105946267
GeneID:105946283,NA,LOC105946283
GeneID:105946285,NA,LOC105946285
GeneID:105946288,XB-GENE-5887491,susd2
GeneID:105946290,NA,LOC105946290
GeneID:105946306,XB-GENE-6086963,pla2g3
GeneID:105946308,NA,il20
GeneID:105946311,XB-GENE-22069411,vn1r1
GeneID:105946313,NA,LOC105946313
GeneID:105946314,NA,LOC105946314
GeneID:105946315,NA,LOC105946315
GeneID:105946316,NA,LOC105946316
GeneID:105946319,NA,LOC105946319
GeneID:105946329,NA,LOC105946329
GeneID:105946345,NA,LOC105946345
GeneID:105946354,NA,lrrc66
GeneID:105946358,NA,LOC105946358
GeneID:105946363,NA,LOC105946363
GeneID:105946367,NA,LOC105946367
GeneID:105946381,NA,LOC105946381
GeneID:105946390,NA,LOC105946390
GeneID:105946392,NA,LOC105946392
GeneID:105946398,NA,LOC105946398
GeneID:105946401,NA,LOC105946401
GeneID:105946403,NA,LOC105946403
GeneID:105946409,NA,LOC105946409
GeneID:105946411,NA,LOC105946411
GeneID:105946413,NA,LOC105946413
GeneID:105946414,NA,LOC105946414
GeneID:105946420,NA,LOC105946420
GeneID:105946425,NA,LOC105946425
GeneID:105946460,NA,LOC105946460
GeneID:105946468,NA,LOC105946468
GeneID:105946474,NA,LOC105946474
GeneID:105946479,NA,LOC105946479
GeneID:105946480,NA,LOC105946480
GeneID:105946502,NA,LOC105946502
GeneID:105946540,XB-GENE-6465167,gpr18
GeneID:105946553,NA,LOC105946553
GeneID:105946561,NA,LOC105946561
GeneID:105946565,NA,LOC105946565
GeneID:105946568,XB-GENE-19777938,LOC105946568
GeneID:105946569,XB-GENE-22068575,krt6b
GeneID:105946575,NA,LOC105946575
GeneID:105946580,NA,LOC105946580
GeneID:105946587,XB-GENE-12565261,sertm1
GeneID:105946605,XB-GENE-5844148,smim11
GeneID:105946627,NA,LOC105946627
GeneID:105946628,NA,LOC105946628
GeneID:105946630,NA,LOC105946630
GeneID:105946640,XB-GENE-22065583,apov1.1
GeneID:105946653,NA,LOC105946653
GeneID:105946656,XB-GENE-1013152,itgae
GeneID:105946662,XB-GENE-5813243,dmd
GeneID:105946678,NA,LOC105946678
GeneID:105946680,NA,LOC105946680
GeneID:105946681,NA,LOC105946681
GeneID:105946686,XB-GENE-22065955,tmprss2.4
GeneID:105946688,NA,tpbgl
GeneID:105946689,XB-GENE-22068816,or4a5
GeneID:105946693,NA,LOC105946693
GeneID:105946696,NA,LOC105946696
GeneID:105946701,NA,LOC105946701
GeneID:105946710,NA,LOC105946710
GeneID:105946711,NA,LOC105946711
GeneID:105946713,NA,LOC105946713
GeneID:105946738,NA,LOC105946738
GeneID:105946776,NA,c3h15orf65
GeneID:105946807,XB-GENE-22064491,rnf14.3
GeneID:105946827,NA,LOC105946827
GeneID:105946838,NA,LOC105946838
GeneID:105946842,XB-GENE-952449,kcnd2
GeneID:105946857,NA,LOC105946857
GeneID:105946865,NA,LOC105946865
GeneID:105946870,NA,LOC105946870
GeneID:105946871,NA,LOC105946871
GeneID:105946883,NA,LOC105946883
GeneID:105946884,NA,LOC105946884
GeneID:105946888,NA,LOC105946888
GeneID:105946889,NA,LOC105946889
GeneID:105946895,NA,LOC105946895
GeneID:105946896,NA,LOC105946896
GeneID:105946897,NA,LOC105946897
GeneID:105946905,NA,LOC105946905
GeneID:105946907,NA,LOC105946907
GeneID:105946911,NA,LOC105946911
GeneID:105946937,NA,atp6v1fnb
GeneID:105946938,NA,LOC105946938
GeneID:105946942,NA,LOC105946942
GeneID:105946953,NA,LOC105946953
GeneID:105946955,NA,LOC105946955
GeneID:105946956,NA,LOC105946956
GeneID:105946957,NA,LOC105946957
GeneID:105946962,NA,LOC105946962
GeneID:105946963,NA,LOC105946963
GeneID:105946966,NA,LOC105946966
GeneID:105946967,NA,LOC105946967
GeneID:105946978,NA,LOC105946978
GeneID:105946994,NA,mpl
GeneID:105947003,NA,LOC105947003
GeneID:105947015,NA,LOC105947015
GeneID:105947022,NA,LOC105947022
GeneID:105947023,NA,LOC105947023
GeneID:105947030,NA,LOC105947030
GeneID:105947032,XB-GENE-6461046,lrtm1
GeneID:105947033,NA,wnt7a
GeneID:105947037,XB-GENE-960655,omd
GeneID:105947038,XB-GENE-22068932,pnma6f
GeneID:105947043,NA,LOC105947043
GeneID:105947054,XB-GENE-987974,jph3
GeneID:105947063,NA,LOC105947063
GeneID:105947064,NA,LOC105947064
GeneID:105947067,NA,LOC105947067
GeneID:105947074,NA,LOC105947074
GeneID:105947078,NA,LOC105947078
GeneID:105947079,NA,LOC105947079
GeneID:105947083,NA,ecm2
GeneID:105947090,NA,LOC105947090
GeneID:105947097,XB-GENE-991513,sntn
GeneID:105947118,NA,LOC105947118
GeneID:105947126,NA,LOC105947126
GeneID:105947134,NA,LOC105947134
GeneID:105947141,NA,LOC105947141
GeneID:105947157,NA,LOC105947157
GeneID:105947166,XB-GENE-979759,nup160
GeneID:105947167,NA,LOC105947167
GeneID:105947175,XB-GENE-22069740,astl2d.2
GeneID:105947186,NA,LOC105947186
GeneID:105947220,NA,LOC105947220
GeneID:105947221,NA,LOC105947221
GeneID:105947222,NA,LOC105947222
GeneID:105947252,NA,LOC105947252
GeneID:105947258,NA,LOC105947258
GeneID:105947270,NA,LOC105947270
GeneID:105947272,NA,batf2
GeneID:105947283,NA,LOC105947283
GeneID:105947294,XB-GENE-6468756,col10a1
GeneID:105947300,NA,LOC105947300
GeneID:105947301,NA,LOC105947301
GeneID:105947317,XB-GENE-22166194,LOC105947317
GeneID:105947324,NA,LOC105947324
GeneID:105947332,NA,LOC105947332
GeneID:105947335,NA,ush2a
GeneID:105947352,NA,LOC105947352
GeneID:105947355,NA,LOC105947355
GeneID:105947356,NA,LOC105947356
GeneID:105947369,NA,LOC105947369
GeneID:105947391,NA,LOC105947391
GeneID:105947407,NA,LOC105947407
GeneID:105947410,NA,LOC105947410
GeneID:105947414,NA,LOC105947414
GeneID:105947415,XB-GENE-22068235,cebpzos
GeneID:105947422,NA,smim28
GeneID:105947430,NA,LOC105947430
GeneID:105947440,NA,LOC105947440
GeneID:105947450,NA,LOC105947450
GeneID:105947458,NA,LOC105947458
GeneID:105947475,NA,LOC105947475
GeneID:105947503,NA,LOC105947503
GeneID:105947509,NA,LOC105947509
GeneID:105947511,NA,LOC105947511
GeneID:105947518,NA,LOC105947518
GeneID:105947525,NA,LOC105947525
GeneID:105947528,NA,LOC105947528
GeneID:105947533,NA,LOC105947533
GeneID:105947537,NA,LOC105947537
GeneID:105947538,NA,LOC105947538
GeneID:105947542,NA,LOC105947542
GeneID:105947547,NA,LOC105947547
GeneID:105947556,NA,LOC105947556
GeneID:105947558,NA,LOC105947558
GeneID:105947570,NA,LOC105947570
GeneID:105947577,NA,LOC105947577
GeneID:105947584,NA,LOC105947584
GeneID:105947592,NA,LOC105947592
GeneID:105947595,NA,LOC105947595
GeneID:105947596,NA,LOC105947596
GeneID:105947605,NA,LOC105947605
GeneID:105947618,NA,LOC105947618
GeneID:105947627,XB-GENE-1012270,mcmdc2
GeneID:105947633,NA,LOC105947633
GeneID:105947635,NA,LOC105947635
GeneID:105947701,NA,LOC105947701
GeneID:105947706,NA,LOC105947706
GeneID:105947707,NA,LOC105947707
GeneID:105947714,NA,LOC105947714
GeneID:105947715,NA,LOC105947715
GeneID:105947722,NA,LOC105947722
GeneID:105947724,NA,LOC105947724
GeneID:105947725,NA,LOC105947725
GeneID:105947726,NA,LOC105947726
GeneID:105947729,NA,LOC105947729
GeneID:105947760,NA,LOC105947760
GeneID:105947782,NA,LOC105947782
GeneID:105947788,XB-GENE-22063138,mfrp
GeneID:105947790,NA,LOC105947790
GeneID:105947809,XB-GENE-922296,kirrel3
GeneID:105947813,NA,LOC105947813
GeneID:105947814,NA,LOC105947814
GeneID:105947815,NA,LOC105947815
GeneID:105947819,NA,LOC105947819
GeneID:105947830,NA,LOC105947830
GeneID:105947833,NA,LOC105947833
GeneID:105947845,NA,LOC105947845
GeneID:105947848,NA,LOC105947848
GeneID:105947858,NA,LOC105947858
