#NCBI-GeneID,XB-GENE-ID,GENE_SYMBOL
GeneID:549127,XB-GENE-5751968,tmem192
GeneID:549128,XB-GENE-5726753,tma7
GeneID:549129,XB-GENE-974870,asb6
GeneID:549130,XB-GENE-482143,hmgn3
GeneID:549131,XB-GENE-492001,aldh7a1
GeneID:549132,XB-GENE-942624,gpm6b
GeneID:549133,XB-GENE-1003676,nudcd2
GeneID:549134,XB-GENE-5753506,lrch2
GeneID:549135,XB-GENE-5837785,mzt1
GeneID:549136,XB-GENE-964711,psma2
GeneID:549137,XB-GENE-979776,sybu
GeneID:549138,XB-GENE-996454,slc35e1
GeneID:549139,XB-GENE-982971,b4galt5
GeneID:549140,XB-GENE-486122,btrc
GeneID:549141,XB-GENE-1001054,cetn3
GeneID:549142,XB-GENE-481057,dxo
GeneID:549143,XB-GENE-971501,atxn3
GeneID:549144,XB-GENE-987654,melk
GeneID:549145,XB-GENE-977795,h1-8
GeneID:549146,XB-GENE-947005,anapc10
GeneID:549147,XB-GENE-1016881,rad51
GeneID:549148,XB-GENE-5724906,znf420
GeneID:549149,XB-GENE-491537,dynlrb2
GeneID:549150,XB-GENE-961332,arl1
GeneID:549151,XB-GENE-941937,btg4
GeneID:549152,XB-GENE-975960,ndufaf5
GeneID:549153,XB-GENE-5747153,tmem184a
GeneID:549154,XB-GENE-5931223,LOC549154
GeneID:549156,XB-GENE-483861,lsm2
GeneID:549157,XB-GENE-5954970,prkaca
GeneID:549158,XB-GENE-942437,commd8
GeneID:549159,XB-GENE-5821052,sft2d2
GeneID:549160,XB-GENE-969139,sumo2
GeneID:549161,XB-GENE-970730,atp5f1c
GeneID:549162,XB-GENE-974017,ube2i
GeneID:549163,XB-GENE-948871,ahcyl2
GeneID:549164,XB-GENE-941707,tpmt
GeneID:549165,XB-GENE-983353,tmem33
GeneID:549166,XB-GENE-971601,ccdc126
GeneID:549167,XB-GENE-1015227,cd63
GeneID:549168,XB-GENE-956847,hykk
GeneID:549169,XB-GENE-5722303,atp5me
GeneID:549170,XB-GENE-495053,sumf1
GeneID:549171,XB-GENE-6454077,pcgf1
GeneID:549173,XB-GENE-922807,mettl3
GeneID:549174,XB-GENE-944975,eloc
GeneID:549175,XB-GENE-920777,uhrf1bp1
GeneID:549176,XB-GENE-488596,efna5
GeneID:549177,XB-GENE-1004391,trmo
GeneID:549178,XB-GENE-1014449,c1d
GeneID:549179,XB-GENE-953087,manf
GeneID:549180,XB-GENE-489999,rab3a
GeneID:549181,XB-GENE-5802753,trappc13
GeneID:549182,XB-GENE-5729629,tyw3
GeneID:549183,XB-GENE-1001373,rnf138
GeneID:549184,XB-GENE-5848106,camkmt
GeneID:549185,XB-GENE-1015246,ca12
GeneID:549186,XB-GENE-5735017,mreg
GeneID:549187,XB-GENE-968942,ccdc97
GeneID:549188,XB-GENE-1003923,cept1
GeneID:549189,XB-GENE-1018477,ostf1
GeneID:549190,XB-GENE-969649,exosc4
GeneID:549191,XB-GENE-852608,rnf11
GeneID:549192,XB-GENE-1008017,ube2s
GeneID:549193,XB-GENE-5727646,cystm1
GeneID:549194,XB-GENE-5757641,mif4gd
GeneID:549195,XB-GENE-5845857,sf3b5
GeneID:549197,XB-GENE-919758,cebpg
GeneID:549198,XB-GENE-6257472,zgpat
GeneID:549199,XB-GENE-1012765,atg5
GeneID:549201,XB-GENE-920883,ccng2
GeneID:549202,XB-GENE-480544,dpepe
GeneID:549203,XB-GENE-5753535,rhbdd1
GeneID:549204,XB-GENE-981929,golga7
GeneID:549205,XB-GENE-946462,mrpl28
GeneID:549206,XB-GENE-943069,arv1
GeneID:549207,XB-GENE-947839,spast
GeneID:549208,XB-GENE-5752408,exd2
GeneID:549209,XB-GENE-950050,mpzl2
GeneID:549210,XB-GENE-954429,npm3
GeneID:549211,XB-GENE-5812885,brcc3
GeneID:549212,XB-GENE-946380,ppp2r2b
GeneID:549213,XB-GENE-941300,gucd1
GeneID:549214,XB-GENE-5757566,stk17a
GeneID:549215,XB-GENE-983040,dglucy
GeneID:549216,XB-GENE-999817,rab5if
GeneID:549217,XB-GENE-481228,tab1
GeneID:549218,XB-GENE-963717,commd6
GeneID:549219,XB-GENE-998865,elmod2
GeneID:549220,XB-GENE-1010195,tafazzin
GeneID:549221,XB-GENE-971853,tmem241
GeneID:549222,XB-GENE-955485,nqo1
GeneID:549223,XB-GENE-954399,vps36
GeneID:549224,XB-GENE-485873,pkm
GeneID:549225,XB-GENE-1009768,timm21
GeneID:549226,XB-GENE-5860964,actr6
GeneID:549227,XB-GENE-1005304,polr2e
GeneID:549228,XB-GENE-972741,lnpk
GeneID:549229,XB-GENE-989321,tekt3
GeneID:549230,XB-GENE-1001464,tyrp1
GeneID:549232,XB-GENE-987451,crcp
GeneID:549233,XB-GENE-953648,cox4i1
GeneID:549234,XB-GENE-959415,cyba
GeneID:549235,XB-GENE-489346,rab11a
GeneID:549236,XB-GENE-5732938,tulp1
GeneID:549237,XB-GENE-489307,sdf2
GeneID:549238,XB-GENE-5835037,sarnp
GeneID:549239,XB-GENE-5752310,ucma
GeneID:549240,XB-GENE-5862263,rpl13a
GeneID:549241,XB-GENE-5837860,ocm4.2
GeneID:549243,XB-GENE-941818,cdin1
GeneID:549244,XB-GENE-5862025,ndufb6
GeneID:549245,XB-GENE-5796618,celf3
GeneID:549246,XB-GENE-955063,vdac1
GeneID:549247,XB-GENE-854805,cyyr1
GeneID:549248,XB-GENE-5721420,tfb1m
GeneID:549249,XB-GENE-5722135,hbe1
GeneID:549250,XB-GENE-1015198,ccdc124
GeneID:549251,XB-GENE-5754170,lman1l
GeneID:549252,XB-GENE-1016821,sash3
GeneID:549253,XB-GENE-941989,optc
GeneID:549254,XB-GENE-962837,fam177a1
GeneID:549255,XB-GENE-948769,snap25
GeneID:549256,XB-GENE-957742,bloc1s6
GeneID:549257,XB-GENE-1008325,psmb3
GeneID:549258,XB-GENE-853354,pou3f1
GeneID:549260,XB-GENE-488935,tcf15
GeneID:549262,XB-GENE-852675,suv39h2
GeneID:549263,XB-GENE-854169,polr2k
GeneID:549265,XB-GENE-986902,hsd17b10
GeneID:549266,XB-GENE-941038,gpbp1l1
GeneID:549267,XB-GENE-1016033,hgs
GeneID:549268,XB-GENE-480103,mfn2
GeneID:549269,XB-GENE-5770341,xpnpep3
GeneID:549270,XB-GENE-978389,atp5f1d
GeneID:549271,XB-GENE-5962136,zfp160
GeneID:549272,XB-GENE-1015769,dag1
GeneID:549273,XB-GENE-919631,skp1
GeneID:549275,XB-GENE-992044,rhbdl2
GeneID:549276,XB-GENE-972496,meig1
GeneID:549277,XB-GENE-978347,ptma
GeneID:549278,XB-GENE-962396,capsl
GeneID:549279,XB-GENE-877189,lrrc23
GeneID:549280,XB-GENE-960276,mrps24
GeneID:549281,XB-GENE-961562,c9h2orf69
GeneID:549282,XB-GENE-999921,tex30
GeneID:549283,XB-GENE-1016936,wdr41
GeneID:549284,XB-GENE-1013088,gan
GeneID:549285,XB-GENE-1014542,noct
GeneID:549286,XB-GENE-1016397,tmem184c
GeneID:549287,XB-GENE-955279,stk11
GeneID:549288,XB-GENE-5819035,rpl14
GeneID:549289,XB-GENE-5909249,ift43
GeneID:549290,XB-GENE-1014945,gclm
GeneID:549291,XB-GENE-942662,aldh3a2
GeneID:549292,XB-GENE-963273,ubiad1
GeneID:549293,XB-GENE-956432,erg28
GeneID:549294,XB-GENE-945593,vps26b
GeneID:549295,XB-GENE-943481,cotl1
GeneID:549296,XB-GENE-920408,stau1
GeneID:549297,XB-GENE-855918,cox6a1
GeneID:549299,XB-GENE-947126,pgk1
GeneID:549300,XB-GENE-484409,gs17
GeneID:549302,XB-GENE-1015854,tstd2
GeneID:549304,XB-GENE-1217394,znf593
GeneID:549305,XB-GENE-5844763,phb2
GeneID:549306,XB-GENE-1001416,mfsd14a
GeneID:549307,XB-GENE-999449,mmgt1
GeneID:549308,XB-GENE-1016982,rnf4
GeneID:549309,XB-GENE-962385,gtf2e2
GeneID:549310,XB-GENE-1017222,pold3
GeneID:549311,XB-GENE-948022,scarb2
GeneID:549312,XB-GENE-970871,kctd10
GeneID:549313,XB-GENE-5727784,psmd9
GeneID:549314,XB-GENE-951292,tmed5
GeneID:549315,XB-GENE-999089,ift57
GeneID:549316,XB-GENE-968901,serinc2
GeneID:549317,XB-GENE-956640,rassf7
GeneID:549318,XB-GENE-957508,hapstr1
GeneID:549319,XB-GENE-1015927,traf3ip3
GeneID:549320,XB-GENE-5934818,rps8
GeneID:549321,XB-GENE-1009043,sh3pxd2b
GeneID:549322,XB-GENE-956958,ccdc127
GeneID:549323,XB-GENE-941426,rhoc
GeneID:549324,XB-GENE-853082,aurka
GeneID:549325,XB-GENE-1218956,znf395
GeneID:549326,XB-GENE-945521,mvb12b
GeneID:549327,XB-GENE-971259,nubpl
GeneID:549328,XB-GENE-6257454,msl3
GeneID:549329,XB-GENE-5727031,cdk10
GeneID:549330,XB-GENE-5900067,dusp12
GeneID:549331,XB-GENE-1016707,setd3
GeneID:549332,XB-GENE-960216,cnot8
GeneID:549333,XB-GENE-973129,ap1s3
GeneID:549334,XB-GENE-960119,ung
GeneID:549335,XB-GENE-951314,cdc7
GeneID:549336,XB-GENE-1016013,psat1
GeneID:549337,XB-GENE-483574,nkx6-1
GeneID:549338,XB-GENE-993926,rpp30
GeneID:549339,XB-GENE-484234,cenpa
GeneID:549340,XB-GENE-6454004,glt8d1
GeneID:549341,XB-GENE-982457,ift52
GeneID:549342,XB-GENE-952313,dnajb14
GeneID:549343,XB-GENE-5806212,immp1l
GeneID:549344,XB-GENE-964456,pcid2
GeneID:549345,XB-GENE-945204,bnipl
GeneID:549346,XB-GENE-959616,mbp
GeneID:549348,XB-GENE-945435,mrpl3
GeneID:549349,XB-GENE-1009682,atl3
GeneID:549350,XB-GENE-5838792,dhrs7
GeneID:549351,XB-GENE-971624,glrx
GeneID:549352,XB-GENE-495092,snrpc
GeneID:549353,XB-GENE-981498,bpgm
GeneID:549354,XB-GENE-1003687,camlg
GeneID:549355,NA,ints9
GeneID:549356,XB-GENE-940105,rps13
GeneID:549357,XB-GENE-5924613,pif1
GeneID:549358,XB-GENE-1007512,wdr89
GeneID:549359,XB-GENE-5722002,pole4
GeneID:549360,XB-GENE-1017238,limd1
GeneID:549361,XB-GENE-5735070,dtwd2
GeneID:549362,XB-GENE-5767105,poc1a
GeneID:549363,XB-GENE-5725224,c6h1orf35
GeneID:549364,XB-GENE-989771,dcaf8
GeneID:549365,XB-GENE-852943,tob1
GeneID:549366,NA,adcy8
GeneID:549367,XB-GENE-980634,nudt5
GeneID:549368,XB-GENE-963498,med8
GeneID:549369,XB-GENE-943913,csrp2
GeneID:549370,XB-GENE-1011429,mob3b
GeneID:549371,XB-GENE-951161,cbx6
GeneID:549372,XB-GENE-942260,sap30
GeneID:549373,XB-GENE-922674,atg4a
GeneID:549375,XB-GENE-478841,nudcd1
GeneID:549377,XB-GENE-1016899,fkbp3
GeneID:549378,XB-GENE-1000388,atp10d
GeneID:549379,XB-GENE-967645,rps24
GeneID:549380,XB-GENE-991987,rpa3
GeneID:549381,XB-GENE-971548,agr2
GeneID:549382,XB-GENE-970394,nup50
GeneID:549383,XB-GENE-6040852,imp4
GeneID:549384,XB-GENE-993418,mrpl27
GeneID:549385,XB-GENE-1015317,tma16
GeneID:549386,XB-GENE-946153,snx22
GeneID:549388,XB-GENE-987352,bc014685
GeneID:549389,XB-GENE-981919,utp18
GeneID:549391,XB-GENE-963812,glrx2
GeneID:549392,XB-GENE-996970,spcs1
GeneID:549393,XB-GENE-5779888,pitpnc1l
GeneID:549394,XB-GENE-1000977,rpl11
GeneID:549395,XB-GENE-5846243,gstp1
GeneID:549396,XB-GENE-965017,trappc2
GeneID:549397,XB-GENE-1015415,ppp1r42
GeneID:549398,XB-GENE-1014374,elovl1
GeneID:549399,XB-GENE-944337,rplp2
GeneID:549400,XB-GENE-1004157,txnl4a
GeneID:549401,XB-GENE-1009954,crtap
GeneID:549402,XB-GENE-1019548,rhoa.2
GeneID:549403,XB-GENE-992111,cdca4
GeneID:549404,XB-GENE-971211,ap3m2
GeneID:549405,XB-GENE-946815,tada2a
GeneID:549406,XB-GENE-5929242,tekt1
GeneID:549407,XB-GENE-970939,mespb
GeneID:549408,XB-GENE-977452,uqcrq
GeneID:549409,XB-GENE-978439,rpl22
GeneID:549410,XB-GENE-974364,ostc
GeneID:549411,XB-GENE-5849009,ptrh2
GeneID:549413,XB-GENE-22060944,krt12.3
GeneID:549414,XB-GENE-5830044,eef1akmt3
GeneID:549415,XB-GENE-478930,tll2l
GeneID:549416,XB-GENE-5796041,a4gnt
GeneID:549417,XB-GENE-972439,cldn4
GeneID:549418,XB-GENE-1015082,b4galt1.2
GeneID:549419,XB-GENE-1004912,c7h1orf50
GeneID:549420,XB-GENE-976155,uqcrc2
GeneID:549421,XB-GENE-952117,sri
GeneID:549422,XB-GENE-977864,zbtb2
GeneID:549424,XB-GENE-5749239,stx19
GeneID:549425,XB-GENE-490296,hsd17b8
GeneID:549426,XB-GENE-5719860,retreg3
GeneID:549427,XB-GENE-1008424,trmt112
GeneID:549428,XB-GENE-5721736,c4h11orf58
GeneID:549429,XB-GENE-941217,zc4h2
GeneID:549430,XB-GENE-5835433,gsta4
GeneID:549431,XB-GENE-480746,ybx1
GeneID:549432,XB-GENE-482731,hoxd1
GeneID:549433,XB-GENE-977391,supt4h1
GeneID:549434,XB-GENE-5779008,rpap3
GeneID:549435,XB-GENE-1015527,c1h9orf85
GeneID:549436,XB-GENE-942399,riok2
GeneID:549437,XB-GENE-5962599,abo.3
GeneID:549438,XB-GENE-5901795,bsg
GeneID:549439,XB-GENE-5914875,cplane2
GeneID:549440,XB-GENE-975205,edf1
GeneID:549441,XB-GENE-854557,dnali1
GeneID:549442,XB-GENE-876718,frzb2
GeneID:549443,XB-GENE-961892,tmem11
GeneID:549444,XB-GENE-5774784,rpl18a
GeneID:549445,XB-GENE-1005232,midn
GeneID:549446,XB-GENE-480094,eef1a1
GeneID:549448,XB-GENE-489927,tuba4b
GeneID:549449,XB-GENE-5802002,mpc2
GeneID:549450,XB-GENE-5854068,eif1ad
GeneID:549451,XB-GENE-985803,btf3
GeneID:549452,XB-GENE-997225,adk
GeneID:549453,XB-GENE-5928644,h1-1
GeneID:549454,XB-GENE-1006503,dop1a
GeneID:549455,XB-GENE-1006723,pgm2
GeneID:549456,XB-GENE-991381,snrnp25
GeneID:549457,XB-GENE-1002547,mphosph6
GeneID:549458,XB-GENE-486771,gsc
GeneID:549459,XB-GENE-998682,ypel1
GeneID:549460,XB-GENE-5784685,s100a11
GeneID:549461,XB-GENE-998820,arl4c
GeneID:549462,XB-GENE-975153,get4
GeneID:549463,XB-GENE-961835,stx18
GeneID:549464,XB-GENE-5905304,uqcrc1
GeneID:549465,XB-GENE-955389,tmem218
GeneID:549466,XB-GENE-483193,hesx1
GeneID:549467,XB-GENE-5873119,safb
GeneID:549468,XB-GENE-1016753,rpl28
GeneID:549469,XB-GENE-967024,cops4
GeneID:549470,XB-GENE-5918489,cat.1
GeneID:549471,XB-GENE-491356,taf8
GeneID:549472,XB-GENE-969777,rps10
GeneID:549473,XB-GENE-950144,erlin2
GeneID:549474,XB-GENE-481336,isl1
GeneID:549475,XB-GENE-1003667,slc39a11
GeneID:549476,XB-GENE-6258197,rps14
GeneID:549477,XB-GENE-1009211,derl1
GeneID:549478,XB-GENE-963850,eif3b
GeneID:549479,XB-GENE-490105,myog
GeneID:549480,XB-GENE-491671,rrad
GeneID:549481,XB-GENE-1006776,mrpl43
GeneID:549482,XB-GENE-1000335,fam221a
GeneID:549483,XB-GENE-973341,spout1
GeneID:549484,XB-GENE-5715100,cdk2ap1
GeneID:549485,XB-GENE-973161,mmadhc
GeneID:549486,XB-GENE-1013438,sart3
GeneID:549487,XB-GENE-965912,fam199x
GeneID:549489,XB-GENE-5858981,wnt11b
GeneID:549490,XB-GENE-977981,xpa
GeneID:549491,XB-GENE-5884940,tmod4
GeneID:549492,XB-GENE-943222,etfa
GeneID:549493,XB-GENE-5737820,msantd3
GeneID:549496,XB-GENE-5900655,cdk4
GeneID:549497,XB-GENE-480122,hand1
GeneID:549498,XB-GENE-5725709,znf706l
GeneID:549499,XB-GENE-6031034,pde6h
GeneID:549500,XB-GENE-982550,anp32a
GeneID:549501,XB-GENE-6251192,mtx1
GeneID:549502,XB-GENE-5962693,chmp5
GeneID:549503,XB-GENE-6070198,eif3g
GeneID:549504,XB-GENE-959074,selenbp1
GeneID:549505,XB-GENE-981861,pltp
GeneID:549507,XB-GENE-1015946,xpr1
GeneID:549508,NA,LOC549508
GeneID:549510,XB-GENE-984179,cyb5r4
GeneID:549511,XB-GENE-1015893,nup37
GeneID:549512,XB-GENE-5752647,cep43
GeneID:549513,XB-GENE-1015904,cdc23
GeneID:549516,XB-GENE-975126,rtn3
GeneID:549517,XB-GENE-6085898,nras
GeneID:549518,XB-GENE-485035,klf2
GeneID:549520,XB-GENE-1016214,rps29
GeneID:549521,XB-GENE-5810601,znf350
GeneID:549522,XB-GENE-490301,rcn1
GeneID:549523,XB-GENE-944095,vkorc1l1
GeneID:549524,XB-GENE-5834946,tom1
GeneID:549525,XB-GENE-976236,eeig2
GeneID:549526,XB-GENE-993368,nmnat1
GeneID:549527,XB-GENE-6045650,gbp1
GeneID:549528,XB-GENE-1014287,ttc39a
GeneID:549530,XB-GENE-6085268,ddx18
GeneID:549532,XB-GENE-5727529,clxn
GeneID:549534,XB-GENE-5732599,mcrs1
GeneID:549535,XB-GENE-1000758,ddx17
GeneID:549536,XB-GENE-5889227,lin52
GeneID:549537,XB-GENE-1007111,fkbp10
GeneID:549538,XB-GENE-494246,snrpa
GeneID:549539,XB-GENE-1007374,mrpl11
GeneID:549540,XB-GENE-6453962,srp9
GeneID:549541,XB-GENE-5996107,foxi4.1
GeneID:549542,XB-GENE-492226,rbm39
GeneID:549543,XB-GENE-6453389,surf1
GeneID:549544,XB-GENE-1004636,nup88
GeneID:549545,XB-GENE-489455,zbtb8os
GeneID:549546,XB-GENE-5727742,dck.2
GeneID:549548,XB-GENE-486540,cript
GeneID:549549,XB-GENE-1016790,mllt6
GeneID:549550,XB-GENE-1016174,mrpl13
GeneID:549551,XB-GENE-876686,krt8.2
GeneID:549552,XB-GENE-480911,nkd1
GeneID:549553,XB-GENE-998981,desi1
GeneID:549554,XB-GENE-979905,dhcr24
GeneID:549555,XB-GENE-5733328,letm2
GeneID:549556,XB-GENE-1016436,ttc39b
GeneID:549557,XB-GENE-1005450,cpsf4l
GeneID:549558,XB-GENE-980380,mcoln3
GeneID:549559,XB-GENE-5824311,gpt
GeneID:549560,XB-GENE-968274,sp2
GeneID:549561,XB-GENE-1014879,cpvl
GeneID:549562,XB-GENE-1014628,mis12
GeneID:549563,XB-GENE-943703,tnfaip1
GeneID:549564,XB-GENE-988415,mrpl21
GeneID:549565,XB-GENE-1016996,tspyl2
GeneID:549566,XB-GENE-5843726,tmem106b
GeneID:549567,XB-GENE-5736320,ndc1
GeneID:549568,XB-GENE-1016421,depdc1
GeneID:549569,XB-GENE-981104,unc119b
GeneID:549570,XB-GENE-1014477,klhdc10
GeneID:549572,XB-GENE-5806725,herpud2
GeneID:549573,XB-GENE-481419,gdf1
GeneID:549574,XB-GENE-5873849,atg101
GeneID:549575,XB-GENE-954596,bbs9
GeneID:549576,XB-GENE-5835930,zfp36l2.1
GeneID:549577,XB-GENE-1016809,ddx4
GeneID:549578,XB-GENE-988948,washc3
GeneID:549579,XB-GENE-973798,pebp1.2
GeneID:549580,XB-GENE-997434,ubac1
GeneID:549581,XB-GENE-1015168,thoc5
GeneID:549582,XB-GENE-972023,mat2b
GeneID:549583,XB-GENE-1006807,borcs7
GeneID:549584,XB-GENE-1016105,nob1
GeneID:549585,XB-GENE-966809,cep76
GeneID:549586,NA,ptpn11
GeneID:549587,XB-GENE-1016597,plekha1
GeneID:549588,XB-GENE-1014321,rnf216
GeneID:549589,XB-GENE-491544,rragc
GeneID:549590,XB-GENE-981776,arhgap17
GeneID:549591,XB-GENE-486650,myd88
GeneID:549592,XB-GENE-854180,cyria
GeneID:549594,XB-GENE-970772,dgcr2
GeneID:549595,XB-GENE-1016618,pex2
GeneID:549596,XB-GENE-1015730,gatad2a
GeneID:549597,XB-GENE-5732341,arrdc3
GeneID:549598,XB-GENE-479593,socs5
GeneID:549599,XB-GENE-488014,aqp3
GeneID:549600,XB-GENE-992066,rybp
GeneID:549601,XB-GENE-987640,pcgf3
GeneID:549602,XB-GENE-1015542,tmem106c
GeneID:549603,XB-GENE-5721917,tcirg1
GeneID:549604,XB-GENE-974663,sec23b
GeneID:549605,XB-GENE-974236,cldn12
GeneID:549607,XB-GENE-1034769,sox9
GeneID:549608,XB-GENE-5947821,washc1
GeneID:549609,XB-GENE-997471,utp6
GeneID:549610,XB-GENE-489535,gsn
GeneID:549611,XB-GENE-5858956,klhl32
GeneID:549612,XB-GENE-941073,plpp3
GeneID:549613,XB-GENE-1019626,aurkb
GeneID:549614,XB-GENE-1015007,arhgef16
GeneID:549615,XB-GENE-5735943,wdr49
GeneID:549616,XB-GENE-974152,ica1
GeneID:549617,XB-GENE-966970,dcp2
GeneID:549618,XB-GENE-1016142,tcaim
GeneID:549619,XB-GENE-1015027,bcs1l
GeneID:549620,XB-GENE-22063047,ctbp2l
GeneID:549621,XB-GENE-947653,pigp
GeneID:549622,XB-GENE-949031,ywhah
GeneID:549624,XB-GENE-923356,sae1
GeneID:549625,XB-GENE-1001666,ascc2
GeneID:549626,XB-GENE-5789582,rnf170
GeneID:549627,XB-GENE-5721064,znf84
GeneID:549629,XB-GENE-5729937,pld6
GeneID:549630,XB-GENE-1005441,abca8
GeneID:549632,XB-GENE-1016408,srsf11
GeneID:549633,XB-GENE-922711,med7
GeneID:549634,XB-GENE-853923,etv6
GeneID:549635,XB-GENE-963355,tbc1d20
GeneID:549636,XB-GENE-5846794,znf33b
GeneID:549637,XB-GENE-481106,hdac3
GeneID:549638,XB-GENE-5812368,pus7
GeneID:549639,XB-GENE-5934558,fbxo30
GeneID:549640,XB-GENE-1011299,scn8a
GeneID:549641,XB-GENE-1010751,ciao1
GeneID:549642,XB-GENE-983640,tk2
GeneID:549643,XB-GENE-939789,abhd5
GeneID:549644,XB-GENE-5836444,tpgs2
GeneID:549645,XB-GENE-1007716,qtrt2
GeneID:549646,XB-GENE-5794201,erlin1
GeneID:549647,XB-GENE-5736126,calcrl
GeneID:549648,XB-GENE-853147,tmem150a
GeneID:549649,XB-GENE-5890911,crnkl1
GeneID:549650,XB-GENE-5829047,exoc7
GeneID:549651,XB-GENE-965232,vamp4
GeneID:549652,XB-GENE-489027,rap2c
GeneID:549653,XB-GENE-5772103,zfand2a
GeneID:549654,XB-GENE-5910008,chuk
GeneID:549655,XB-GENE-5919506,kcnj5
GeneID:549656,XB-GENE-1015488,fer
GeneID:549658,XB-GENE-1015057,slc20a2
GeneID:549659,XB-GENE-944717,snx30
GeneID:549660,XB-GENE-1015794,tmx1
GeneID:549661,XB-GENE-942865,emc3
GeneID:549662,XB-GENE-1006404,gtf2a1
GeneID:549663,XB-GENE-1015391,mcm10
GeneID:549664,XB-GENE-956982,wls
GeneID:549665,XB-GENE-963240,mgrn1
GeneID:549666,XB-GENE-492166,ssr1
GeneID:549667,XB-GENE-1015760,rasgef1b
GeneID:549668,XB-GENE-6257679,mllt3
GeneID:549669,XB-GENE-1015329,gcm1
GeneID:549670,XB-GENE-5922806,ccnq
GeneID:549671,XB-GENE-949238,git2
GeneID:549672,XB-GENE-1015643,sphk1
GeneID:549673,XB-GENE-5957672,ccnyl1
GeneID:549674,XB-GENE-1002100,slc25a12
GeneID:549675,XB-GENE-6041600,clk1
GeneID:549676,XB-GENE-943679,prelid2
GeneID:549678,XB-GENE-944516,tmod3
GeneID:549679,XB-GENE-980994,dnajc10
GeneID:549680,XB-GENE-490993,hnrnpa2b1
GeneID:549681,XB-GENE-946030,nipal3
GeneID:549683,XB-GENE-996611,c1h14orf119
GeneID:549684,XB-GENE-1007635,nsmce3
GeneID:549685,XB-GENE-963487,mmachc
GeneID:549686,XB-GENE-960267,tmem127
GeneID:549687,XB-GENE-998300,got2
GeneID:549688,XB-GENE-1003353,spryd7
GeneID:549689,XB-GENE-978483,vps33a
GeneID:549690,XB-GENE-5969095,oat
GeneID:549691,XB-GENE-980648,cep41
GeneID:549692,XB-GENE-999546,npm2
GeneID:549693,XB-GENE-486941,prickle1
GeneID:549694,XB-GENE-922821,dad1
GeneID:549695,XB-GENE-5891739,rbmx2
GeneID:549696,XB-GENE-5842912,dnajc19
GeneID:549697,XB-GENE-958019,cmss1
GeneID:549698,XB-GENE-967013,tdp2
GeneID:549699,XB-GENE-5872512,cox4i2
GeneID:549700,XB-GENE-5734164,h1-3
GeneID:549701,XB-GENE-942424,zar1
GeneID:549702,XB-GENE-1003542,zbtb18
GeneID:549703,XB-GENE-487458,gata4
GeneID:549704,XB-GENE-1006614,rps28p9
GeneID:549705,XB-GENE-6455435,arhgap8
GeneID:549706,XB-GENE-970638,gnb4
GeneID:549707,XB-GENE-974293,pi4k2b
GeneID:549709,XB-GENE-978007,tmem41b
GeneID:549710,XB-GENE-957726,sqor
GeneID:549711,XB-GENE-491875,ssna1
GeneID:549712,XB-GENE-487200,ctnnb1
GeneID:549713,XB-GENE-1010122,rfk
GeneID:549714,XB-GENE-957754,vti1b
GeneID:549715,XB-GENE-5736157,tbccd1
GeneID:549716,XB-GENE-5876798,nmral1
GeneID:549717,XB-GENE-965456,dbt
GeneID:549718,XB-GENE-492626,rab23
GeneID:549719,XB-GENE-1014762,coro2b
GeneID:549720,XB-GENE-6455433,aurkaip1
GeneID:549721,XB-GENE-484757,nr3c1
GeneID:549722,XB-GENE-984815,gga1
GeneID:549723,XB-GENE-5734279,cluap1
GeneID:549724,XB-GENE-998798,polr3e
GeneID:549725,XB-GENE-488397,slc49a4
GeneID:549726,XB-GENE-1014996,vamp3
GeneID:549727,XB-GENE-6067551,nedd8
GeneID:549728,XB-GENE-1008314,med17
GeneID:549729,XB-GENE-979524,bfar
GeneID:549731,XB-GENE-998325,znrf1
GeneID:549732,XB-GENE-986163,arcn1
GeneID:549733,XB-GENE-940061,stk33
GeneID:549734,XB-GENE-5758112,prss8
GeneID:549735,XB-GENE-964443,lig4
GeneID:549736,XB-GENE-1016322,flvcr2
GeneID:549737,XB-GENE-1006892,cdk11b
GeneID:549738,XB-GENE-955798,gjb2
GeneID:549739,XB-GENE-1014736,vstm2l
GeneID:549740,XB-GENE-950688,kcnab1
GeneID:549741,XB-GENE-946075,rab4b
GeneID:549742,XB-GENE-973175,ufm1
GeneID:549743,XB-GENE-949525,cd9
GeneID:549744,XB-GENE-5891666,dnaja4.2
GeneID:549745,XB-GENE-6070079,mrps10
GeneID:549746,XB-GENE-919703,rps5
GeneID:549747,XB-GENE-953316,psph
GeneID:549748,XB-GENE-1014517,ndfip2
GeneID:549749,XB-GENE-921635,gnao1
GeneID:549750,XB-GENE-1001802,med26
GeneID:549751,XB-GENE-961434,eif2b3
GeneID:549752,XB-GENE-494184,u2af2
GeneID:549753,XB-GENE-1011816,st7
GeneID:549754,XB-GENE-5952509,mars1
GeneID:549755,XB-GENE-960101,naa15
GeneID:549756,XB-GENE-6077246,gmfb
GeneID:549757,XB-GENE-479381,hras
GeneID:549758,XB-GENE-481889,sox13
GeneID:549759,XB-GENE-955518,fen1
GeneID:549760,XB-GENE-945914,marchf2
GeneID:549761,XB-GENE-1007020,hdgf
GeneID:549762,XB-GENE-968819,tnks2
GeneID:549763,XB-GENE-5815423,ss18l2
GeneID:549764,XB-GENE-1015787,tmem237
GeneID:549765,XB-GENE-1001834,pdcd5
