NCBI-GENE-ID,XB-GENE-ID,#GENE_SYMBOL
GeneID:448047,XB-GENE-984011,taf15
GeneID:100497125,XB-GENE-6045985,taf1a
GeneID:100379921,XB-GENE-992275,taf1b
GeneID:100135149,XB-GENE-5867424,taf1d
GeneID:100145691,XB-GENE-968254,taf2
GeneID:447984,XB-GENE-940280,taf3
GeneID:779738,XB-GENE-488490,taf4
GeneID:100487219,XB-GENE-995003,taf4b
GeneID:100216139,XB-GENE-1004611,taf5
GeneID:448469,XB-GENE-998039,taf5l
GeneID:100493467,XB-GENE-5774698,taf6
GeneID:100486266,XB-GENE-1000128,taf6l
GeneID:448449,XB-GENE-5844280,taf7
GeneID:549471,XB-GENE-491356,taf8
GeneID:100271762,XB-GENE-973353,taf9b
GeneID:100490949,XB-GENE-6051240,tafa1
GeneID:100493725,XB-GENE-962109,tafa2
GeneID:100380203,XB-GENE-981196,tafa3
GeneID:100488851,XB-GENE-876986,tafa4
GeneID:100124962,XB-GENE-6077084,tafa5
GeneID:549220,XB-GENE-1010195,tafazzin
GeneID:780157,XB-GENE-1005061,tagap
GeneID:594967,XB-GENE-489085,tagln
GeneID:394981,XB-GENE-1005128,tagln2
GeneID:100196924,XB-GENE-479827,tal1
GeneID:100491656,XB-GENE-965184,tal2
GeneID:549885,XB-GENE-1005380,taldo1
GeneID:100145424,XB-GENE-943584,tamalin
GeneID:100379779,XB-GENE-995882,tamm41
GeneID:100489566,XB-GENE-6032651,tanc1
GeneID:100485280,XB-GENE-855813,tanc2
GeneID:448223,XB-GENE-948934,tango2
GeneID:100487721,XB-GENE-6044490,tango6
GeneID:100486218,XB-GENE-483297,tank
GeneID:101731102,XB-GENE-22065011,tankl
GeneID:733788,XB-GENE-956111,taok1
GeneID:780186,XB-GENE-5714821,taok2
GeneID:100145427,XB-GENE-978578,taok3
GeneID:108648266,XB-GENE-486762,tap1
GeneID:100489020,XB-GENE-481680,tap2
GeneID:100488899,XB-GENE-490289,tapbp
GeneID:100491675,XB-GENE-5742749,tapt1
GeneID:100493389,XB-GENE-987523,tarbp1
GeneID:595034,XB-GENE-491800,tarbp2
GeneID:394651,XB-GENE-974453,tardbp
GeneID:407892,XB-GENE-975289,tars1
GeneID:100496038,XB-GENE-996801,tars2
GeneID:100124774,XB-GENE-5954362,tars3
GeneID:100495087,XB-GENE-6450184,tas1r1
GeneID:100335091,XB-GENE-22069250,tas2r39
GeneID:100335064,XB-GENE-22069256,tas2r4
GeneID:100335054,XB-GENE-6464262,tas2r7
GeneID:100335082,XB-GENE-22069262,tas2r8
GeneID:100490948,XB-GENE-967918,tasl
GeneID:100145452,XB-GENE-5961160,tasor
GeneID:100158565,XB-GENE-6458830,tasor2
GeneID:100145722,XB-GENE-5829718,tasp1
GeneID:448486,XB-GENE-973688,tat
GeneID:100496747,XB-GENE-945962,tatdn1
GeneID:100379794,XB-GENE-1003934,tatdn2
GeneID:100380120,XB-GENE-5839532,tatdn3
GeneID:394857,XB-GENE-492305,tax1bp1
GeneID:394838,XB-GENE-483851,tax1bp3
GeneID:733547,XB-GENE-5959648,tbc1d1
GeneID:779497,XB-GENE-5813721,tbc1d10a
GeneID:100493619,XB-GENE-940041,tbc1d10b
GeneID:780023,XB-GENE-989549,tbc1d12
GeneID:100145657,XB-GENE-961035,tbc1d13
GeneID:100489752,XB-GENE-991334,tbc1d14
GeneID:394831,XB-GENE-1008350,tbc1d15
GeneID:448159,XB-GENE-986691,tbc1d16
GeneID:780364,XB-GENE-959442,tbc1d17
GeneID:100491620,XB-GENE-5905231,tbc1d19
GeneID:549635,XB-GENE-963355,tbc1d20
GeneID:100486921,XB-GENE-5825896,tbc1d20.2
GeneID:733870,XB-GENE-5866746,tbc1d22a
GeneID:100380202,XB-GENE-961200,tbc1d22b
GeneID:100493673,XB-GENE-5893467,tbc1d23
GeneID:780158,XB-GENE-981681,tbc1d24
GeneID:100493941,XB-GENE-5957473,tbc1d24.2
GeneID:100495342,XB-GENE-876960,tbc1d25
GeneID:734055,XB-GENE-5932742,tbc1d2b
GeneID:734068,XB-GENE-5823666,tbc1d30
GeneID:448614,XB-GENE-969766,tbc1d31
GeneID:100127633,XB-GENE-5791257,tbc1d32
GeneID:100379738,XB-GENE-980839,tbc1d4
GeneID:100380174,XB-GENE-1010688,tbc1d5
GeneID:549086,XB-GENE-489046,tbc1d7
GeneID:100492059,XB-GENE-6462381,tbc1d8
GeneID:100101803,XB-GENE-923435,tbc1d8b
GeneID:100192377,XB-GENE-5992769,tbc1d9
GeneID:100135104,XB-GENE-989754,tbc1d9b
GeneID:100038159,XB-GENE-490490,tbca
GeneID:100038107,XB-GENE-489743,tbcb
GeneID:100490593,XB-GENE-492522,tbcc
GeneID:549715,XB-GENE-5736157,tbccd1
GeneID:779832,XB-GENE-493400,tbcd
GeneID:548766,XB-GENE-489195,tbce
GeneID:100125781,XB-GENE-854925,tbcel
GeneID:100124764,XB-GENE-994266,tbck
GeneID:100216212,XB-GENE-955452,tbk1
GeneID:100496177,XB-GENE-962068,tbkbp1
GeneID:100145441,XB-GENE-982285,tbl1x
GeneID:550028,XB-GENE-482046,tbl1xr1
GeneID:493446,XB-GENE-5852596,tbl2
GeneID:550068,XB-GENE-1012176,tbl3
GeneID:549093,XB-GENE-488470,tbp
GeneID:448323,XB-GENE-488460,tbpl1
GeneID:550063,XB-GENE-876138,tbpl2
GeneID:780042,XB-GENE-942241,tbr1
GeneID:493502,XB-GENE-962046,tbrg1
GeneID:448262,XB-GENE-969727,tbrg4
GeneID:619587,XB-GENE-478084,tbx1
GeneID:100489988,XB-GENE-483924,tbx15
GeneID:100489044,XB-GENE-489907,tbx18
GeneID:619588,XB-GENE-1018115,tbx2
GeneID:619590,XB-GENE-487334,tbx20
GeneID:100496799,XB-GENE-479103,tbx21
GeneID:100494512,XB-GENE-994522,tbx22
GeneID:613116,XB-GENE-1018231,tbx3
GeneID:100488041,XB-GENE-951382,tbx4
GeneID:619589,XB-GENE-486855,tbx5
GeneID:493357,XB-GENE-6257419,tbx6
GeneID:100145351,XB-GENE-996433,tbxa2r
GeneID:100327243,XB-GENE-994325,tbxas1
GeneID:493501,XB-GENE-478789,tbxt
GeneID:407951,XB-GENE-5981736,tbxt.2
GeneID:100485673,XB-GENE-983033,tc2n
GeneID:100145172,XB-GENE-5730808,tcaf1
GeneID:100170200,XB-GENE-5953625,tcaf2
GeneID:549618,XB-GENE-1016142,tcaim
GeneID:100380097,XB-GENE-1013765,tcap
GeneID:394482,XB-GENE-1001315,tcea1
GeneID:549044,XB-GENE-5904168,tcea3
GeneID:100145741,XB-GENE-942644,tceanc
GeneID:100145141,XB-GENE-6258840,tceanc2
GeneID:100498472,XB-GENE-6258415,tcerg1
GeneID:100127671,XB-GENE-982107,tcerg1l
GeneID:100188922,XB-GENE-5799694,tcf12
GeneID:549260,XB-GENE-488935,tcf15
GeneID:100488421,XB-GENE-487230,tcf19
GeneID:100038081,XB-GENE-484162,tcf20
GeneID:100126209,XB-GENE-484805,tcf21
GeneID:780251,XB-GENE-478622,tcf25
GeneID:100101779,XB-GENE-478265,tcf3
GeneID:100124777,XB-GENE-1011628,tcf4
GeneID:395061,XB-GENE-855462,tcf7
GeneID:448107,XB-GENE-1031985,tcf7l1
GeneID:100101719,XB-GENE-485975,tcf7l2
GeneID:100493147,XB-GENE-6458683,tcfl5
GeneID:100379712,XB-GENE-963787,tchp
GeneID:100145578,XB-GENE-949744,tcim
GeneID:549603,XB-GENE-5721917,tcirg1
GeneID:496768,XB-GENE-970701,tcn2
GeneID:100216130,XB-GENE-6492032,tcof1
GeneID:100487607,XB-GENE-939843,tcp1
GeneID:100127643,XB-GENE-5887205,tcp11l1
GeneID:100145732,XB-GENE-988955,tcp11l2
GeneID:100124829,XB-GENE-954032,tcta
GeneID:100487694,XB-GENE-996398,tcte1
GeneID:100145811,XB-GENE-5886876,tctn1
GeneID:733954,XB-GENE-1015381,tctn2
GeneID:100496186,XB-GENE-22061169,tctn3
GeneID:448432,XB-GENE-1006128,tdg
GeneID:100038139,XB-GENE-495111,tdgf1
GeneID:100486054,XB-GENE-876239,tdgf1.2
GeneID:779849,XB-GENE-482448,tdgf1.3
GeneID:10173035,XB-GENE-976744,tdh
GeneID:548450,XB-GENE-976712,tdo2
GeneID:734106,XB-GENE-950568,tdp1
GeneID:549698,XB-GENE-967013,tdp2
GeneID:100216261,XB-GENE-6455203,tdrd1
GeneID:100490913,XB-GENE-997557,tdrd10
GeneID:780068,XB-GENE-953299,tdrd12
GeneID:101731147,XB-GENE-6462376,tdrd15
GeneID:395019,XB-GENE-949075,tdrd3
GeneID:780220,XB-GENE-5884032,tdrd5
GeneID:105948404,XB-GENE-5969988,tdrd6
GeneID:496822,XB-GENE-944683,tdrd7
GeneID:780352,XB-GENE-5893104,tdrd9
GeneID:100145497,XB-GENE-5945653,tdrkh
GeneID:549024,XB-GENE-952640,tdrp
GeneID:100158507,XB-GENE-5909149,tead1
GeneID:100144667,XB-GENE-956369,tead4
GeneID:100491653,XB-GENE-6076361,tec
GeneID:100135077,XB-GENE-5865975,tecpr1
GeneID:100495806,XB-GENE-5827246,tecpr2
GeneID:493561,XB-GENE-1003054,tecr
GeneID:100490936,XB-GENE-1011878,tecta
GeneID:549910,XB-GENE-997179,tectb
GeneID:100485766,XB-GENE-999184,tedc2
GeneID:101733726,XB-GENE-6462916,teddm1
GeneID:550073,XB-GENE-962732,tef
GeneID:100485913,XB-GENE-997448,tefm
GeneID:100492432,XB-GENE-483684,tek
GeneID:549406,XB-GENE-5929242,tekt1
GeneID:493269,XB-GENE-1003897,tekt2
GeneID:549229,XB-GENE-989321,tekt3
GeneID:100145069,XB-GENE-5848468,tekt4
GeneID:780338,XB-GENE-1010705,telo2
GeneID:100379818,XB-GENE-5724624,ten1
GeneID:100493796,XB-GENE-1010476,tenm1
GeneID:100486468,XB-GENE-5799894,tenm2
GeneID:548929,XB-GENE-1001629,tenm3
GeneID:100124701,XB-GENE-1013972,tenm4
GeneID:780377,XB-GENE-1217408,tent2
GeneID:100491336,XB-GENE-990067,tent4b
GeneID:100490270,XB-GENE-5843475,tent5a
GeneID:549960,XB-GENE-952160,tent5b
GeneID:100379867,XB-GENE-5913838,tent5c
GeneID:100494671,XB-GENE-1013784,tent5d
GeneID:100485265,XB-GENE-495387,tep1
GeneID:100316910,XB-GENE-5864985,tepp
GeneID:100489372,XB-GENE-994009,tepsin
GeneID:100488611,XB-GENE-951099,terb1
GeneID:101733955,XB-GENE-6051286,terb2
GeneID:677737,XB-GENE-954721,terf1
GeneID:100233217,XB-GENE-990299,terf2
GeneID:779476,XB-GENE-5905850,terf2ip
GeneID:101731917,XB-GENE-6451333,tert
GeneID:448383,XB-GENE-1015357,tes
GeneID:779877,XB-GENE-991111,tesc
GeneID:100145239,XB-GENE-6455712,tesk1
GeneID:779799,XB-GENE-954759,tesk2
GeneID:100490804,XB-GENE-6257387,tesmin
GeneID:100490993,XB-GENE-22069267,tespa1
GeneID:100380145,XB-GENE-6031110,tet2
GeneID:100036628,XB-GENE-877084,tet3
GeneID:100216236,XB-GENE-956933,tex10
GeneID:100494809,XB-GENE-6043903,tex11
GeneID:100486917,XB-GENE-6485434,tex12
GeneID:779474,XB-GENE-5965651,tex14
GeneID:100497962,XB-GENE-6469126,tex15
GeneID:100127673,XB-GENE-5879889,tex2
GeneID:100492976,XB-GENE-996639,tex2.2
GeneID:100145614,XB-GENE-976948,tex26
GeneID:100135128,XB-GENE-1006423,tex261
GeneID:100379814,XB-GENE-1015536,tex264
GeneID:549282,XB-GENE-999921,tex30
GeneID:100495896,XB-GENE-971193,tex36
GeneID:100379848,XB-GENE-5865161,tex43
GeneID:101730775,XB-GENE-949618,tex47
GeneID:100490937,XB-GENE-952623,tex49
GeneID:100379774,XB-GENE-994234,tex9
GeneID:613079,XB-GENE-480506,tf
GeneID:100135718,XB-GENE-978256,tfam
GeneID:395064,XB-GENE-481201,tfap2a
GeneID:733930,XB-GENE-485026,tfap2b
GeneID:496506,XB-GENE-488671,tfap2c
GeneID:100492778,XB-GENE-490667,tfap2d
GeneID:100170172,XB-GENE-876803,tfap2e
GeneID:100170601,XB-GENE-999265,tfap4
GeneID:549248,XB-GENE-5721420,tfb1m
GeneID:100036660,XB-GENE-854600,tfb2m
GeneID:403094,XB-GENE-485720,tfcp2
GeneID:549628,XB-GENE-997199,tfcp2l1
GeneID:548888,XB-GENE-1219073,tfdp1
GeneID:100126066,XB-GENE-1000260,tfdp2
GeneID:100490005,XB-GENE-5918222,tfe3
GeneID:780105,XB-GENE-982675,tfeb
GeneID:100487610,XB-GENE-986001,tfec
GeneID:100127757,XB-GENE-5897917,tff3.1
GeneID:101733589,XB-GENE-18006556,tff3.2
GeneID:100489069,XB-GENE-22164445,tff3.3
GeneID:100488906,XB-GENE-22164450,tff3.4
GeneID:100135388,XB-GENE-5947536,tff3.5
GeneID:108645832,XB-GENE-6462249,tff3.6
GeneID:100496501,XB-GENE-5824118,tff3.8
GeneID:493334,XB-GENE-960556,tfg
GeneID:100038256,XB-GENE-984521,tfip11
GeneID:548483,XB-GENE-1002090,tfpi2
GeneID:496719,XB-GENE-956157,tfpt
GeneID:108644432,XB-GENE-487708,tfrc
GeneID:108644432,XB-GENE-22063089,tfrcl
GeneID:100492021,XB-GENE-6073495,tg
GeneID:100490782,XB-GENE-946482,tgds
GeneID:100485434,XB-GENE-852694,tgfa
GeneID:100498430,XB-GENE-488111,tgfb1
GeneID:100038241,XB-GENE-493249,tgfb1i1
GeneID:100489680,XB-GENE-480560,tgfb2
GeneID:779782,XB-GENE-5751247,tgfbi
GeneID:548715,XB-GENE-478587,tgfbr1
GeneID:100488582,XB-GENE-485606,tgfbr2
GeneID:100487430,XB-GENE-876698,tgfbr2l
GeneID:100492271,XB-GENE-478196,tgfbr3
GeneID:100497663,XB-GENE-1009020,tgfbrap1
GeneID:395014,XB-GENE-853021,tgif1
GeneID:100127190,XB-GENE-876497,tgif2
GeneID:100487465,XB-GENE-1013422,tgm1
GeneID:100170618,XB-GENE-5940894,tgm2
GeneID:100486088,XB-GENE-6258365,tgm3l
GeneID:101734995,XB-GENE-22168637,tgm3l.2
GeneID:101730677,XB-GENE-6044377,tgm3l.4
GeneID:100485935,XB-GENE-22168644,tgm3l.5
GeneID:100498415,XB-GENE-22168652,tgm3l.7
GeneID:594880,XB-GENE-5955394,tgm3l.8
GeneID:100488625,XB-GENE-1012962,tgm4
GeneID:100486682,XB-GENE-986930,tgm5
GeneID:100145475,XB-GENE-5878274,tgm6
GeneID:100486230,XB-GENE-22168656,tgm7
GeneID:100497310,XB-GENE-999409,tgoln2
GeneID:100488247,XB-GENE-951645,tgs1
GeneID:100488900,XB-GENE-992305,th
GeneID:100495856,XB-GENE-22041752,th2
GeneID:594999,XB-GENE-972838,tha1
GeneID:100485214,XB-GENE-981605,thada
GeneID:448407,XB-GENE-1008758,thap1
GeneID:100037892,XB-GENE-5954792,thap11
GeneID:394650,XB-GENE-6073216,thap12
GeneID:100380030,XB-GENE-966661,thap2
GeneID:780282,XB-GENE-967122,thap4
GeneID:100487932,XB-GENE-491348,thap5
GeneID:733766,XB-GENE-5916275,thap7
GeneID:100493283,XB-GENE-22172555,thap9
GeneID:100485229,XB-GENE-967380,thbd
GeneID:100170153,XB-GENE-486189,thbs1
GeneID:100494997,XB-GENE-482462,thbs2
GeneID:496875,XB-GENE-5761978,thbs3
GeneID:780130,XB-GENE-1008367,thbs4
GeneID:100492721,XB-GENE-479852,thdl17
GeneID:733520,XB-GENE-486394,thdl18
GeneID:100489413,XB-GENE-486810,thdl20
GeneID:100144931,XB-GENE-6455857,them6
GeneID:100496964,XB-GENE-994469,themis
GeneID:101732414,XB-GENE-22069275,themis2
GeneID:100487878,XB-GENE-966760,thg1l
GeneID:100485028,XB-GENE-484679,thibz
GeneID:100496054,XB-GENE-982922,thnsl1
GeneID:100127762,XB-GENE-5918629,thnsl2
GeneID:733546,XB-GENE-951669,thoc1
GeneID:100145575,XB-GENE-980539,thoc2
GeneID:100490375,XB-GENE-1006090,thoc3
GeneID:549581,XB-GENE-1015168,thoc5
GeneID:100498236,XB-GENE-1010273,thoc6
GeneID:394707,XB-GENE-956290,thoc7
GeneID:779863,XB-GENE-958896,thop1
GeneID:100489048,XB-GENE-1002739,thpo
GeneID:734136,XB-GENE-5966551,thra
GeneID:394509,XB-GENE-992055,thrap3
GeneID:734147,XB-GENE-6070709,thrb
GeneID:100497733,XB-GENE-6258595,thrsp
GeneID:100497491,XB-GENE-6044670,thsd1
GeneID:100493458,XB-GENE-6035027,thsd4
GeneID:100495599,XB-GENE-6045599,thsd7a
GeneID:100498151,XB-GENE-6043658,thsd7b
GeneID:100037895,XB-GENE-974251,thtpa
GeneID:496862,XB-GENE-486729,thul16
GeneID:394656,XB-GENE-5742238,thumpd1
GeneID:100127599,XB-GENE-965047,thumpd2
GeneID:447959,XB-GENE-877264,thumpd3
GeneID:100101744,XB-GENE-493820,thy1
GeneID:100038243,XB-GENE-488953,thyn1
GeneID:394890,XB-GENE-1002876,tia1
GeneID:113225353,XB-GENE-958519,tial1
GeneID:734013,XB-GENE-1006478,tiam1
GeneID:100489448,XB-GENE-963895,ticrr
GeneID:100496664,XB-GENE-922217,tie1
GeneID:100216213,XB-GENE-951828,tifa
GeneID:100145723,XB-GENE-1008472,tigar
GeneID:100135169,XB-GENE-6457180,tigd3
GeneID:100491467,XB-GENE-6257697,tigd5
GeneID:100491565,XB-GENE-6031700,timd4
GeneID:100126683,XB-GENE-985242,timeless
GeneID:394912,XB-GENE-967786,timm10
GeneID:100124896,XB-GENE-997825,timm10b
GeneID:734099,XB-GENE-993979,timm13
GeneID:496605,XB-GENE-979217,timm17a
GeneID:779691,XB-GENE-6454019,timm17b
GeneID:549225,XB-GENE-1009768,timm21
GeneID:496870,XB-GENE-5754351,timm22
GeneID:496463,XB-GENE-994532,timm23
GeneID:496469,XB-GENE-959666,timm29
GeneID:100145471,XB-GENE-946996,timm44
GeneID:100145004,XB-GENE-963112,timm50
GeneID:100488371,XB-GENE-969317,timm8a
GeneID:549853,XB-GENE-1010040,timm8b
GeneID:100135139,XB-GENE-983801,timm9
GeneID:100145717,XB-GENE-6455424,timmdc1
GeneID:100135142,XB-GENE-5797859,timp1
GeneID:548477,XB-GENE-949671,timp2
GeneID:100489929,XB-GENE-482400,timp3
GeneID:100124858,XB-GENE-991634,tinagl1
GeneID:100233216,XB-GENE-5731975,tinf2
GeneID:100127576,XB-GENE-1000138,tiparp
GeneID:100126681,XB-GENE-973967,tipin
GeneID:548453,XB-GENE-5917981,tiprl
GeneID:733541,XB-GENE-920263,tirap
GeneID:100498413,XB-GENE-490684,tjp1
GeneID:733995,XB-GENE-480467,tjp2
GeneID:100127773,XB-GENE-995512,tjp3
GeneID:496942,XB-GENE-978544,tk1
GeneID:549642,XB-GENE-983640,tk2
GeneID:779584,XB-GENE-990423,tkfc
GeneID:548583,XB-GENE-948072,tkt
GeneID:394835,XB-GENE-1002824,tktl2
GeneID:100497270,XB-GENE-6463434,tlcd2
GeneID:548893,XB-GENE-965580,tlcd3a
GeneID:100489043,XB-GENE-5813220,tlcd4
GeneID:394789,XB-GENE-5756243,tlcd4.2
GeneID:100489109,XB-GENE-966251,tlcd5
GeneID:100493022,XB-GENE-996510,tldc2
GeneID:100101799,XB-GENE-868100,tle1
GeneID:548559,XB-GENE-876620,tle2
GeneID:100101787,XB-GENE-481766,tle4
GeneID:733921,XB-GENE-868117,tle5
GeneID:100144941,XB-GENE-1002113,tlk1
GeneID:780168,XB-GENE-5747259,tlk2
GeneID:493401,XB-GENE-479941,tll1
GeneID:549415,XB-GENE-478930,tll2l
GeneID:733752,XB-GENE-6039297,tln1
GeneID:100144637,XB-GENE-481871,tln2
GeneID:394582,XB-GENE-963885,tlnrd1
GeneID:100495171,XB-GENE-5997911,tlr1
GeneID:100498493,XB-GENE-5824069,tlr12
GeneID:100485164,XB-GENE-5873547,tlr13
GeneID:100485512,XB-GENE-5824915,tlr14.2
GeneID:100485201,XB-GENE-5909728,tlr14.3
GeneID:100485771,XB-GENE-481145,tlr2
GeneID:100497009,XB-GENE-5956980,tlr21
GeneID:100485706,XB-GENE-5905045,tlr22
GeneID:100486223,XB-GENE-491049,tlr3
GeneID:101730479,XB-GENE-6492058,tlr4
GeneID:100496647,XB-GENE-480679,tlr5
GeneID:100493946,XB-GENE-492949,tlr6
GeneID:100151703,XB-GENE-486605,tlr7
GeneID:100496108,XB-GENE-485083,tlr8
GeneID:100494387,XB-GENE-486908,tlr9
GeneID:100489423,XB-GENE-22201327,tlrs5
GeneID:100494864,XB-GENE-485834,tlx1
GeneID:100493739,XB-GENE-5995963,tlx2
GeneID:548656,XB-GENE-495044,tlx3
GeneID:100494081,XB-GENE-970681,tm2d1
GeneID:496785,XB-GENE-964283,tm2d2
GeneID:100145816,XB-GENE-5805754,tm2d3
GeneID:100151707,XB-GENE-853117,tm4sf1
GeneID:100492662,XB-GENE-5818050,tm4sf18
GeneID:100145544,XB-GENE-964688,tm4sf20
GeneID:394555,XB-GENE-973568,tm4sf4
GeneID:100490620,XB-GENE-969431,tm4sf5
GeneID:780287,XB-GENE-958245,tm6sf1
GeneID:100158592,XB-GENE-988200,tm6sf2
GeneID:100127815,XB-GENE-1005373,tm7sf2
GeneID:100495392,XB-GENE-996265,tm7sf3
GeneID:100486536,XB-GENE-992446,tm9sf1
GeneID:447968,XB-GENE-953107,tm9sf2
GeneID:100491663,XB-GENE-6033854,tm9sf3
GeneID:100379964,XB-GENE-993565,tm9sf4
GeneID:549385,XB-GENE-1015317,tma16
GeneID:549128,XB-GENE-5726753,tma7
GeneID:595060,XB-GENE-984286,tmbim1
GeneID:448209,XB-GENE-947555,tmbim4
GeneID:549854,XB-GENE-952610,tmbim6
GeneID:100486683,XB-GENE-987055,tmc1
GeneID:100486530,XB-GENE-6050839,tmc2
GeneID:116411739,XB-GENE-877070,tmc2l
GeneID:100494092,XB-GENE-981378,tmc3
GeneID:101732113,XB-GENE-991359,tmc4
GeneID:100491430,XB-GENE-981337,tmc5
GeneID:100380197,XB-GENE-5811999,tmc6
GeneID:100493700,XB-GENE-981347,tmc7
GeneID:100170168,XB-GENE-5881367,tmcc1
GeneID:780050,XB-GENE-492260,tmcc2
GeneID:779714,XB-GENE-977501,tmcc3
GeneID:548724,XB-GENE-942601,tmco1
GeneID:100487725,XB-GENE-480794,tmco3
GeneID:100379991,XB-GENE-940020,tmco4
GeneID:100145543,XB-GENE-5961467,tmco6
GeneID:734138,XB-GENE-1017173,tmed1
GeneID:549012,XB-GENE-968508,tmed10
GeneID:493305,XB-GENE-5756691,tmed10l
GeneID:734103,XB-GENE-986353,tmed2
GeneID:548496,XB-GENE-941602,tmed4
GeneID:549314,XB-GENE-951292,tmed5
GeneID:496652,XB-GENE-967876,tmed6
GeneID:394874,XB-GENE-5847420,tmed7
GeneID:100145041,XB-GENE-6258012,tmed8
GeneID:496564,XB-GENE-944838,tmed9
GeneID:100101772,XB-GENE-876375,tmeff1
GeneID:100036670,XB-GENE-854443,tmeff2
GeneID:100490268,XB-GENE-5755009,tmem100
GeneID:394479,XB-GENE-977590,tmem101
GeneID:101730413,XB-GENE-22069283,tmem102
GeneID:548779,XB-GENE-5725015,tmem104
GeneID:549566,XB-GENE-5843726,tmem106b
GeneID:549602,XB-GENE-1015542,tmem106c
GeneID:101731170,XB-GENE-13579712,tmem107
GeneID:100488312,XB-GENE-22069289,tmem108
GeneID:549443,XB-GENE-961892,tmem11
GeneID:100145137,XB-GENE-5765371,tmem110l
GeneID:779530,XB-GENE-5777177,tmem111
GeneID:100497281,XB-GENE-6046819,tmem114
GeneID:548846,XB-GENE-854640,tmem115
GeneID:100487315,XB-GENE-22069297,tmem116
GeneID:100124926,XB-GENE-982355,tmem117
GeneID:100379832,XB-GENE-5796050,tmem119
GeneID:548366,XB-GENE-5858565,tmem120a
GeneID:496438,XB-GENE-6087368,tmem120b
GeneID:100495589,XB-GENE-1012117,tmem121
GeneID:100487731,XB-GENE-22069305,tmem121b
GeneID:100499536,XB-GENE-1015340,tmem123
GeneID:100496821,XB-GENE-6258786,tmem125
GeneID:394682,XB-GENE-967731,tmem126a
GeneID:549686,XB-GENE-960267,tmem127
GeneID:100493887,XB-GENE-974141,tmem128
GeneID:448308,XB-GENE-961830,tmem128l
GeneID:548871,XB-GENE-5934178,tmem129
GeneID:101735094,XB-GENE-6462848,tmem130
GeneID:100216097,XB-GENE-955763,tmem131
GeneID:100144926,XB-GENE-983404,tmem131l
GeneID:100491977,XB-GENE-1009879,tmem132a
GeneID:100489844,XB-GENE-6037549,tmem132b
GeneID:100491050,XB-GENE-952799,tmem132c
GeneID:100127786,XB-GENE-5874430,tmem132d
GeneID:100491853,XB-GENE-6031008,tmem132e
GeneID:100497844,XB-GENE-954105,tmem135
GeneID:493444,XB-GENE-973706,tmem138
GeneID:100135407,XB-GENE-996967,tmem141
GeneID:100496619,XB-GENE-6044161,tmem143
GeneID:100135165,XB-GENE-966057,tmem144
GeneID:100497950,XB-GENE-977882,tmem145
GeneID:448523,XB-GENE-970269,tmem147
GeneID:100496530,XB-GENE-960880,tmem14a
GeneID:779878,XB-GENE-876311,tmem14c
GeneID:549648,XB-GENE-853147,tmem150a
GeneID:548751,XB-GENE-5873606,tmem150b
GeneID:100487151,XB-GENE-6044592,tmem150c
GeneID:100037854,XB-GENE-5750851,tmem151b
GeneID:100497527,XB-GENE-22069313,tmem154
GeneID:100490665,XB-GENE-6051231,tmem158
GeneID:431674,XB-GENE-1004051,tmem161a
GeneID:100488717,XB-GENE-1001045,tmem161b
GeneID:100127636,XB-GENE-5808413,tmem163
GeneID:780016,XB-GENE-961759,tmem164
GeneID:550014,XB-GENE-972194,tmem165
GeneID:548921,XB-GENE-943966,tmem167a
GeneID:549102,XB-GENE-5821110,tmem167b
GeneID:100488241,XB-GENE-982329,tmem168
GeneID:100380040,XB-GENE-975223,tmem169
GeneID:100124937,XB-GENE-5865173,tmem17
GeneID:100135226,XB-GENE-955221,tmem170a
GeneID:100487828,XB-GENE-6032625,tmem170b
GeneID:448384,XB-GENE-985786,tmem171
GeneID:100038281,XB-GENE-985780,tmem174.2
GeneID:100125110,XB-GENE-969877,tmem177
GeneID:407851,XB-GENE-5809007,tmem178.2
GeneID:100488502,XB-GENE-942687,tmem178a
GeneID:101733945,XB-GENE-6049801,tmem178b
GeneID:100490211,XB-GENE-1008850,tmem179
GeneID:548354,XB-GENE-6456878,tmem17l
GeneID:549089,XB-GENE-5729343,tmem18
GeneID:733940,XB-GENE-5837127,tmem181
GeneID:779857,XB-GENE-5872789,tmem182
GeneID:448644,XB-GENE-944033,tmem183a
GeneID:549153,XB-GENE-5747153,tmem184a
GeneID:733961,XB-GENE-489974,tmem184b
GeneID:549286,XB-GENE-1016397,tmem184c
GeneID:549078,XB-GENE-972141,tmem185a
GeneID:100497442,XB-GENE-940697,tmem186
GeneID:100486423,XB-GENE-955021,tmem187
GeneID:548833,XB-GENE-1013693,tmem19
GeneID:549127,XB-GENE-5751968,tmem192
GeneID:100125062,XB-GENE-950737,tmem196
GeneID:448513,XB-GENE-5751426,tmem198
GeneID:100145125,XB-GENE-5841561,tmem199
GeneID:100496117,XB-GENE-6032775,tmem200a
GeneID:100488313,XB-GENE-6462781,tmem200c
GeneID:496470,XB-GENE-6454036,tmem203
GeneID:100135192,XB-GENE-6258710,tmem204
GeneID:733568,XB-GENE-5820509,tmem205
GeneID:100145260,XB-GENE-941117,tmem208
GeneID:496808,XB-GENE-976000,tmem209
GeneID:100497136,XB-GENE-948475,tmem212
GeneID:548392,XB-GENE-5827026,tmem214
GeneID:100485188,XB-GENE-962098,tmem215
